New Hampshire,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,631
,,,Feb,10 or fewer,10 or fewer,10 or fewer,601
,,,Mar,10 or fewer,10 or fewer,10 or fewer,663
,,,Apr,10 or fewer,10 or fewer,10 or fewer,603
,,,May,10 or fewer,10 or fewer,10 or fewer,604
,,,Jun,10 or fewer,10 or fewer,10 or fewer,576
,,,Jul,10 or fewer,10 or fewer,10 or fewer,604
,,,Aug,10 or fewer,10 or fewer,10 or fewer,522
,,,Sep,10 or fewer,10 or fewer,10 or fewer,562
,,,Oct,10 or fewer,10 or fewer,10 or fewer,532
,,,Nov,10 or fewer,10 or fewer,10 or fewer,528
,,,Dec,10 or fewer,10 or fewer,10 or fewer,563
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,602
,,,Feb,10 or fewer,10 or fewer,10 or fewer,557
,,,Mar,10 or fewer,10 or fewer,10 or fewer,647
,,,Apr,10 or fewer,10 or fewer,10 or fewer,612
,,,May,10 or fewer,10 or fewer,10 or fewer,640
,,,Jun,10 or fewer,10 or fewer,10 or fewer,582
,,,Jul,10 or fewer,10 or fewer,10 or fewer,708
,,,Aug,10 or fewer,10 or fewer,10 or fewer,655
,,,Sep,10 or fewer,10 or fewer,10 or fewer,700
,,,Oct,10 or fewer,10 or fewer,10 or fewer,664
,,,Nov,10 or fewer,10 or fewer,10 or fewer,591
,,,Dec,10 or fewer,10 or fewer,10 or fewer,570
,≥ 25 and < 45 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1295
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1120
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1214
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1186
,,,May,10 or fewer,10 or fewer,10 or fewer,1302
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1322
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1425
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1437
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1255
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1251
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1176
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1165
,≥ 45 and < 65 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1400
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1310
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1485
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1417
,,,May,10 or fewer,10 or fewer,10 or fewer,1447
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1468
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1613
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1560
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1455
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1487
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1344
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1404
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1584
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1523
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1626
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1582
,,,May,10 or fewer,10 or fewer,10 or fewer,1660
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1713
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1780
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1708
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1599
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1724
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1633
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1651
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,234
,,,Feb,10 or fewer,10 or fewer,10 or fewer,182
,,,Mar,10 or fewer,10 or fewer,10 or fewer,209
,,,Apr,10 or fewer,10 or fewer,10 or fewer,171
,,,May,10 or fewer,10 or fewer,10 or fewer,183
,,,Jun,10 or fewer,10 or fewer,10 or fewer,171
,,,Jul,10 or fewer,10 or fewer,10 or fewer,192
,,,Aug,10 or fewer,10 or fewer,10 or fewer,176
,,,Sep,10 or fewer,10 or fewer,10 or fewer,159
,,,Oct,10 or fewer,10 or fewer,10 or fewer,195
,,,Nov,10 or fewer,10 or fewer,10 or fewer,193
,,,Dec,10 or fewer,10 or fewer,10 or fewer,180
,"Total: Total includes all data under the New Hampshire bucket, including data from rows not currently displayed.",2019,Jan,10 or fewer,10 or fewer,10 or fewer,5746
,,,Feb,10 or fewer,10 or fewer,10 or fewer,5292
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5844
,,,Apr,10 or fewer,10 or fewer,10 or fewer,5570
,,,May,10 or fewer,10 or fewer,10 or fewer,5836
,,,Jun,10 or fewer,10 or fewer,10 or fewer,5832
,,,Jul,10 or fewer,13,10 or fewer,6319
,,,Aug,10 or fewer,10 or fewer,10 or fewer,6058
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5730
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5852
,,,Nov,10 or fewer,10 or fewer,10 or fewer,5465
,,,Dec,10 or fewer,10 or fewer,10 or fewer,5533
South Dakota,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1208
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1179
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1215
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1035
,,,May,10 or fewer,10 or fewer,10 or fewer,1090
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1022
,,,Jul,10 or fewer,10 or fewer,10 or fewer,970
,,,Aug,10 or fewer,10 or fewer,10 or fewer,945
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1064
,,,Oct,10 or fewer,10 or fewer,10 or fewer,947
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1049
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1236
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,617
,,,Feb,10 or fewer,10 or fewer,10 or fewer,630
,,,Mar,10 or fewer,10 or fewer,10 or fewer,634
,,,Apr,10 or fewer,10 or fewer,10 or fewer,642
,,,May,10 or fewer,10 or fewer,10 or fewer,697
,,,Jun,10 or fewer,10 or fewer,10 or fewer,686
,,,Jul,10 or fewer,10 or fewer,10 or fewer,738
,,,Aug,10 or fewer,10 or fewer,10 or fewer,705
,,,Sep,10 or fewer,10 or fewer,10 or fewer,751
,,,Oct,10 or fewer,10 or fewer,10 or fewer,725
,,,Nov,10 or fewer,10 or fewer,10 or fewer,681
,,,Dec,10 or fewer,10 or fewer,10 or fewer,647
,≥ 25 and < 45 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1272
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1155
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1323
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1205
,,,May,10 or fewer,10 or fewer,10 or fewer,1294
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1342
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1405
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1375
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1358
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1292
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1328
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1322
,≥ 45 and < 65 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1161
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1053
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1215
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1132
,,,May,10 or fewer,10 or fewer,10 or fewer,1229
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1247
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1226
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1180
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1236
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1125
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1129
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1180
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1178
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1082
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1240
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1239
,,,May,10 or fewer,10 or fewer,10 or fewer,1258
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1247
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1245
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1227
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1238
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1229
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1128
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1249
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,146
,,,Feb,10 or fewer,10 or fewer,10 or fewer,138
,,,Mar,10 or fewer,10 or fewer,10 or fewer,149
,,,Apr,10 or fewer,10 or fewer,10 or fewer,151
,,,May,10 or fewer,10 or fewer,10 or fewer,129
,,,Jun,10 or fewer,10 or fewer,10 or fewer,132
,,,Jul,10 or fewer,10 or fewer,10 or fewer,137
,,,Aug,10 or fewer,10 or fewer,10 or fewer,116
,,,Sep,10 or fewer,10 or fewer,10 or fewer,110
,,,Oct,10 or fewer,10 or fewer,10 or fewer,151
,,,Nov,10 or fewer,10 or fewer,10 or fewer,127
,,,Dec,10 or fewer,10 or fewer,10 or fewer,152
,"Total: Total includes all data under the South Dakota bucket, including data from rows not currently displayed.",2019,Jan,10 or fewer,10 or fewer,10 or fewer,5581
,,,Feb,10 or fewer,10 or fewer,10 or fewer,5236
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5775
,,,Apr,10 or fewer,10 or fewer,10 or fewer,5404
,,,May,10 or fewer,10 or fewer,10 or fewer,5697
,,,Jun,10 or fewer,13,10 or fewer,5676
,,,Jul,10 or fewer,16,10 or fewer,5720
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5547
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5757
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5469
,,,Nov,10 or fewer,10 or fewer,10 or fewer,5442
,,,Dec,10 or fewer,10 or fewer,10 or fewer,5785
Utah,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,237
,,,Feb,10 or fewer,10 or fewer,10 or fewer,206
,,,Mar,10 or fewer,10 or fewer,10 or fewer,196
,,,Apr,10 or fewer,10 or fewer,10 or fewer,196
,,,May,10 or fewer,10 or fewer,10 or fewer,203
,,,Jun,10 or fewer,10 or fewer,10 or fewer,232
,,,Jul,10 or fewer,10 or fewer,10 or fewer,240
,,,Aug,10 or fewer,10 or fewer,10 or fewer,224
,,,Sep,10 or fewer,10 or fewer,10 or fewer,201
,,,Oct,10 or fewer,10 or fewer,10 or fewer,209
,,,Nov,10 or fewer,10 or fewer,10 or fewer,257
,,,Dec,10 or fewer,10 or fewer,10 or fewer,277
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,629
,,,Feb,10 or fewer,10 or fewer,10 or fewer,558
,,,Mar,10 or fewer,10 or fewer,10 or fewer,650
,,,Apr,10 or fewer,10 or fewer,10 or fewer,613
,,,May,10 or fewer,10 or fewer,10 or fewer,656
,,,Jun,10 or fewer,10 or fewer,10 or fewer,609
,,,Jul,10 or fewer,10 or fewer,10 or fewer,645
,,,Aug,10 or fewer,10 or fewer,10 or fewer,658
,,,Sep,10 or fewer,10 or fewer,10 or fewer,709
,,,Oct,10 or fewer,10 or fewer,10 or fewer,690
,,,Nov,10 or fewer,10 or fewer,10 or fewer,666
,,,Dec,10 or fewer,10 or fewer,10 or fewer,612
,≥ 25 and < 45 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1530
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1430
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1653
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1561
,,,May,10 or fewer,10 or fewer,10 or fewer,1602
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1639
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1727
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1726
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1672
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1639
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1648
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1746
,≥ 45 and < 65 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,1234
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1122
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1253
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1220
,,,May,10 or fewer,10 or fewer,10 or fewer,1242
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1227
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1320
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1357
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1297
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1237
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1190
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1187
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,826
,,,Feb,10 or fewer,10 or fewer,10 or fewer,713
,,,Mar,10 or fewer,10 or fewer,10 or fewer,848
,,,Apr,10 or fewer,10 or fewer,10 or fewer,808
,,,May,10 or fewer,10 or fewer,10 or fewer,840
,,,Jun,10 or fewer,10 or fewer,10 or fewer,840
,,,Jul,10 or fewer,10 or fewer,10 or fewer,855
,,,Aug,10 or fewer,10 or fewer,10 or fewer,826
,,,Sep,10 or fewer,10 or fewer,10 or fewer,790
,,,Oct,10 or fewer,10 or fewer,10 or fewer,798
,,,Nov,10 or fewer,10 or fewer,10 or fewer,789
,,,Dec,10 or fewer,10 or fewer,10 or fewer,821
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,131
,,,Feb,10 or fewer,10 or fewer,10 or fewer,143
,,,Mar,10 or fewer,10 or fewer,10 or fewer,137
,,,Apr,10 or fewer,10 or fewer,10 or fewer,156
,,,May,10 or fewer,10 or fewer,10 or fewer,139
,,,Jun,10 or fewer,10 or fewer,10 or fewer,129
,,,Jul,10 or fewer,10 or fewer,10 or fewer,130
,,,Aug,10 or fewer,10 or fewer,10 or fewer,152
,,,Sep,10 or fewer,10 or fewer,10 or fewer,141
,,,Oct,10 or fewer,10 or fewer,10 or fewer,137
,,,Nov,10 or fewer,10 or fewer,10 or fewer,136
,,,Dec,10 or fewer,10 or fewer,10 or fewer,153
,"Total: Total includes all data under the Utah bucket, including data from rows not currently displayed.",2019,Jan,10 or fewer,10 or fewer,10 or fewer,4586
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4172
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4736
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4554
,,,May,10 or fewer,10 or fewer,10 or fewer,4682
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4676
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4916
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4943
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4810
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4709
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4686
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4796
Montana,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,644
,,,Feb,10 or fewer,10 or fewer,10 or fewer,675
,,,Mar,10 or fewer,10 or fewer,10 or fewer,750
,,,Apr,10 or fewer,10 or fewer,10 or fewer,637
,,,May,10 or fewer,10 or fewer,10 or fewer,622
,,,Jun,10 or fewer,10 or fewer,10 or fewer,528
,,,Jul,10 or fewer,10 or fewer,10 or fewer,569
,,,Aug,10 or fewer,10 or fewer,10 or fewer,543
,,,Sep,10 or fewer,10 or fewer,10 or fewer,542
,,,Oct,10 or fewer,10 or fewer,10 or fewer,542
,,,Nov,10 or fewer,10 or fewer,10 or fewer,557
,,,Dec,10 or fewer,10 or fewer,10 or fewer,716
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,602
,,,Feb,10 or fewer,10 or fewer,10 or fewer,566
,,,Mar,10 or fewer,10 or fewer,10 or fewer,612
,,,Apr,10 or fewer,10 or fewer,10 or fewer,574
,,,May,10 or fewer,10 or fewer,10 or fewer,565
,,,Jun,10 or fewer,10 or fewer,10 or fewer,540
,,,Jul,10 or fewer,10 or fewer,10 or fewer,574
,,,Aug,10 or fewer,10 or fewer,10 or fewer,651
,,,Sep,10 or fewer,10 or fewer,10 or fewer,649
,,,Oct,10 or fewer,10 or fewer,10 or fewer,669
,,,Nov,10 or fewer,10 or fewer,10 or fewer,604
,,,Dec,10 or fewer,10 or fewer,10 or fewer,589
,≥ 25 and < 45 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,961
,,,Feb,10 or fewer,10 or fewer,10 or fewer,946
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1104
,,,Apr,10 or fewer,10 or fewer,10 or fewer,972
,,,May,10 or fewer,10 or fewer,10 or fewer,1044
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1065
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1024
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1099
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1043
,,,Oct,10 or fewer,10 or fewer,10 or fewer,945
,,,Nov,10 or fewer,10 or fewer,10 or fewer,925
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1053
,≥ 45 and < 65 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,806
,,,Feb,10 or fewer,10 or fewer,10 or fewer,782
,,,Mar,10 or fewer,10 or fewer,10 or fewer,873
,,,Apr,10 or fewer,10 or fewer,10 or fewer,785
,,,May,10 or fewer,10 or fewer,10 or fewer,787
,,,Jun,10 or fewer,10 or fewer,10 or fewer,827
,,,Jul,10 or fewer,10 or fewer,10 or fewer,897
,,,Aug,10 or fewer,10 or fewer,10 or fewer,835
,,,Sep,10 or fewer,10 or fewer,10 or fewer,797
,,,Oct,10 or fewer,10 or fewer,10 or fewer,753
,,,Nov,10 or fewer,10 or fewer,10 or fewer,767
,,,Dec,10 or fewer,10 or fewer,10 or fewer,870
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,701
,,,Feb,10 or fewer,10 or fewer,10 or fewer,637
,,,Mar,10 or fewer,10 or fewer,10 or fewer,801
,,,Apr,10 or fewer,10 or fewer,10 or fewer,734
,,,May,10 or fewer,10 or fewer,10 or fewer,795
,,,Jun,10 or fewer,10 or fewer,10 or fewer,811
,,,Jul,10 or fewer,10 or fewer,10 or fewer,781
,,,Aug,10 or fewer,10 or fewer,10 or fewer,825
,,,Sep,10 or fewer,10 or fewer,10 or fewer,851
,,,Oct,10 or fewer,10 or fewer,10 or fewer,751
,,,Nov,10 or fewer,10 or fewer,10 or fewer,749
,,,Dec,10 or fewer,10 or fewer,10 or fewer,830
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,63
,,,Feb,10 or fewer,10 or fewer,10 or fewer,63
,,,Mar,10 or fewer,10 or fewer,10 or fewer,85
,,,Apr,10 or fewer,10 or fewer,10 or fewer,97
,,,May,10 or fewer,10 or fewer,10 or fewer,72
,,,Jun,10 or fewer,10 or fewer,10 or fewer,76
,,,Jul,10 or fewer,10 or fewer,10 or fewer,68
,,,Aug,10 or fewer,10 or fewer,10 or fewer,55
,,,Sep,10 or fewer,10 or fewer,10 or fewer,69
,,,Oct,10 or fewer,10 or fewer,10 or fewer,74
,,,Nov,10 or fewer,10 or fewer,10 or fewer,65
,,,Dec,10 or fewer,10 or fewer,10 or fewer,91
,"Total: Total includes all data under the Montana bucket, including data from rows not currently displayed.",2019,Jan,10 or fewer,10 or fewer,10 or fewer,3777
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3669
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4224
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3798
,,,May,10 or fewer,10 or fewer,10 or fewer,3885
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3847
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3912
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4006
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3951
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3734
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3666
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4149
Wyoming,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,602
,,,Feb,10 or fewer,10 or fewer,10 or fewer,601
,,,Mar,10 or fewer,10 or fewer,10 or fewer,527
,,,Apr,10 or fewer,10 or fewer,10 or fewer,485
,,,May,10 or fewer,10 or fewer,10 or fewer,487
,,,Jun,10 or fewer,10 or fewer,10 or fewer,459
,,,Jul,10 or fewer,10 or fewer,10 or fewer,428
,,,Aug,10 or fewer,10 or fewer,10 or fewer,475
,,,Sep,10 or fewer,10 or fewer,10 or fewer,587
,,,Oct,10 or fewer,10 or fewer,10 or fewer,528
,,,Nov,10 or fewer,10 or fewer,10 or fewer,594
,,,Dec,10 or fewer,10 or fewer,10 or fewer,641
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,462
,,,Feb,10 or fewer,10 or fewer,10 or fewer,392
,,,Mar,10 or fewer,10 or fewer,10 or fewer,364
,,,Apr,10 or fewer,10 or fewer,10 or fewer,406
,,,May,10 or fewer,10 or fewer,10 or fewer,406
,,,Jun,10 or fewer,10 or fewer,10 or fewer,456
,,,Jul,10 or fewer,10 or fewer,10 or fewer,480
,,,Aug,10 or fewer,10 or fewer,10 or fewer,480
,,,Sep,10 or fewer,10 or fewer,10 or fewer,565
,,,Oct,10 or fewer,10 or fewer,10 or fewer,563
,,,Nov,10 or fewer,10 or fewer,10 or fewer,523
,,,Dec,10 or fewer,10 or fewer,10 or fewer,540
,≥ 25 and < 45 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,851
,,,Feb,10 or fewer,10 or fewer,10 or fewer,763
,,,Mar,10 or fewer,10 or fewer,10 or fewer,853
,,,Apr,10 or fewer,10 or fewer,10 or fewer,802
,,,May,10 or fewer,10 or fewer,10 or fewer,834
,,,Jun,10 or fewer,10 or fewer,10 or fewer,828
,,,Jul,10 or fewer,10 or fewer,10 or fewer,890
,,,Aug,10 or fewer,10 or fewer,10 or fewer,883
,,,Sep,10 or fewer,10 or fewer,10 or fewer,989
,,,Oct,10 or fewer,10 or fewer,10 or fewer,975
,,,Nov,10 or fewer,10 or fewer,10 or fewer,888
,,,Dec,10 or fewer,10 or fewer,10 or fewer,941
,≥ 45 and < 65 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,737
,,,Feb,10 or fewer,10 or fewer,10 or fewer,634
,,,Mar,10 or fewer,10 or fewer,10 or fewer,701
,,,Apr,10 or fewer,10 or fewer,10 or fewer,692
,,,May,10 or fewer,10 or fewer,10 or fewer,722
,,,Jun,10 or fewer,10 or fewer,10 or fewer,683
,,,Jul,10 or fewer,10 or fewer,10 or fewer,699
,,,Aug,10 or fewer,10 or fewer,10 or fewer,771
,,,Sep,10 or fewer,10 or fewer,10 or fewer,782
,,,Oct,10 or fewer,10 or fewer,10 or fewer,794
,,,Nov,10 or fewer,10 or fewer,10 or fewer,768
,,,Dec,10 or fewer,10 or fewer,10 or fewer,818
,65 Years or more,2019,Jan,10 or fewer,10 or fewer,10 or fewer,676
,,,Feb,10 or fewer,10 or fewer,10 or fewer,675
,,,Mar,10 or fewer,10 or fewer,10 or fewer,683
,,,Apr,10 or fewer,10 or fewer,10 or fewer,635
,,,May,10 or fewer,10 or fewer,10 or fewer,730
,,,Jun,10 or fewer,10 or fewer,10 or fewer,654
,,,Jul,10 or fewer,10 or fewer,10 or fewer,626
,,,Aug,10 or fewer,10 or fewer,10 or fewer,726
,,,Sep,10 or fewer,10 or fewer,10 or fewer,770
,,,Oct,10 or fewer,10 or fewer,10 or fewer,799
,,,Nov,10 or fewer,10 or fewer,10 or fewer,772
,,,Dec,10 or fewer,10 or fewer,10 or fewer,884
,No value,2019,Jan,10 or fewer,10 or fewer,10 or fewer,97
,,,Feb,10 or fewer,10 or fewer,10 or fewer,101
,,,Mar,10 or fewer,10 or fewer,10 or fewer,108
,,,Apr,10 or fewer,10 or fewer,10 or fewer,93
,,,May,10 or fewer,10 or fewer,10 or fewer,84
,,,Jun,10 or fewer,10 or fewer,10 or fewer,91
,,,Jul,10 or fewer,10 or fewer,10 or fewer,90
,,,Aug,10 or fewer,10 or fewer,10 or fewer,101
,,,Sep,10 or fewer,10 or fewer,10 or fewer,98
,,,Oct,10 or fewer,10 or fewer,10 or fewer,111
,,,Nov,10 or fewer,10 or fewer,10 or fewer,93
,,,Dec,10 or fewer,10 or fewer,10 or fewer,87
,"Total: Total includes all data under the Wyoming bucket, including data from rows not currently displayed.",2019,Jan,10 or fewer,10 or fewer,10 or fewer,3425
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3166
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3236
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3113
,,,May,10 or fewer,10 or fewer,10 or fewer,3263
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3170
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3213
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3436
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3790
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3770
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3637
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3908
Alabama,Less than 15 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,476
,,,Feb,10 or fewer,10 or fewer,10 or fewer,489
,,,Mar,10 or fewer,10 or fewer,10 or fewer,492
,,,Apr,10 or fewer,10 or fewer,10 or fewer,442
,,,May,10 or fewer,10 or fewer,10 or fewer,477
,,,Jun,10 or fewer,10 or fewer,10 or fewer,436
,,,Jul,10 or fewer,10 or fewer,10 or fewer,484
,,,Aug,10 or fewer,10 or fewer,10 or fewer,364
,,,Sep,10 or fewer,10 or fewer,10 or fewer,312
,,,Oct,10 or fewer,10 or fewer,10 or fewer,337
,,,Nov,10 or fewer,10 or fewer,10 or fewer,397
,,,Dec,10 or fewer,10 or fewer,10 or fewer,441
,≥ 15 and < 25 Years,2019,Jan,10 or fewer,10 or fewer,10 or fewer,411
,,,Feb,10 or fewer,10 or fewer,10 or fewer,401
,,,Mar,10 or fewer,10 or fewer,10 or fewer,469
,,,Apr,10 or fewer,10 or fewer,10 or fewer,436
,,,May,10 or fewer,10 or fewer,10 or fewer,447
,,,Jun,10 or fewer,10 or fewer,10 or fewer,473
,,,Jul,10 or fewer,10 or fewer,10 or fewer,471
,,,Aug,10 or fewer,10 or fewer,10 or fewer,436
,,,Sep,10 or fewer,10 or fewer,10 or fewer,364
,,,Oct,10 or fewer,10 or fewer,10 or fewer,366
,,,Nov,10 or fewer,10 or fewer,10 or fewer,320
,,,Dec,10 or fewer,10 or fewer,10 or fewer,299
