,,,May,10 or fewer,10 or fewer,10 or fewer,1012
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1111
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1152
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1180
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1188
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1234
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1245
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1173
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1241
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1198
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1041
,,,Apr,10 or fewer,10 or fewer,10 or fewer,780
,,,May,10 or fewer,10 or fewer,10 or fewer,1029
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1054
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1125
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1183
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1273
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1391
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1336
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1263
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,165
,,,Feb,10 or fewer,10 or fewer,10 or fewer,139
,,,Mar,10 or fewer,10 or fewer,10 or fewer,120
,,,Apr,10 or fewer,10 or fewer,10 or fewer,97
,,,May,10 or fewer,10 or fewer,10 or fewer,96
,,,Jun,10 or fewer,10 or fewer,10 or fewer,156
,,,Jul,10 or fewer,10 or fewer,10 or fewer,143
,,,Aug,10 or fewer,10 or fewer,10 or fewer,152
,,,Sep,10 or fewer,10 or fewer,10 or fewer,153
,,,Oct,10 or fewer,10 or fewer,10 or fewer,168
,,,Nov,10 or fewer,10 or fewer,10 or fewer,190
,,,Dec,10 or fewer,10 or fewer,10 or fewer,200
,"Total: Total includes all data under the South Dakota bucket, including data from rows not currently displayed.",2020,Jan,10 or fewer,10 or fewer,10 or fewer,5774
,,,Feb,10 or fewer,10 or fewer,10 or fewer,5552
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4995
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3553
,,,May,10 or fewer,10 or fewer,10 or fewer,4348
,,,Jun,10 or fewer,15,10 or fewer,4866
,,,Jul,10 or fewer,14,10 or fewer,5227
,,,Aug,10 or fewer,11,10 or fewer,5281
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5380
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5434
,,,Nov,10 or fewer,10 or fewer,10 or fewer,5224
,,,Dec,10 or fewer,10 or fewer,10 or fewer,5116
Utah,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,277
,,,Feb,10 or fewer,10 or fewer,10 or fewer,245
,,,Mar,10 or fewer,10 or fewer,10 or fewer,213
,,,Apr,10 or fewer,10 or fewer,10 or fewer,76
,,,May,10 or fewer,10 or fewer,10 or fewer,126
,,,Jun,10 or fewer,10 or fewer,10 or fewer,142
,,,Jul,10 or fewer,10 or fewer,10 or fewer,189
,,,Aug,10 or fewer,10 or fewer,10 or fewer,133
,,,Sep,10 or fewer,10 or fewer,10 or fewer,170
,,,Oct,10 or fewer,10 or fewer,10 or fewer,165
,,,Nov,10 or fewer,10 or fewer,10 or fewer,148
,,,Dec,10 or fewer,10 or fewer,10 or fewer,149
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,679
,,,Feb,10 or fewer,10 or fewer,10 or fewer,624
,,,Mar,10 or fewer,10 or fewer,10 or fewer,637
,,,Apr,10 or fewer,10 or fewer,10 or fewer,388
,,,May,10 or fewer,10 or fewer,10 or fewer,526
,,,Jun,10 or fewer,10 or fewer,10 or fewer,590
,,,Jul,10 or fewer,10 or fewer,10 or fewer,673
,,,Aug,10 or fewer,10 or fewer,10 or fewer,608
,,,Sep,10 or fewer,10 or fewer,10 or fewer,626
,,,Oct,10 or fewer,10 or fewer,10 or fewer,631
,,,Nov,10 or fewer,10 or fewer,10 or fewer,617
,,,Dec,10 or fewer,10 or fewer,10 or fewer,595
,≥ 25 and < 45 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1750
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1685
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1744
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1272
,,,May,10 or fewer,10 or fewer,10 or fewer,1468
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1575
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1611
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1673
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1617
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1729
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1535
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1578
,≥ 45 and < 65 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1262
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1224
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1146
,,,Apr,10 or fewer,10 or fewer,10 or fewer,876
,,,May,10 or fewer,10 or fewer,10 or fewer,1023
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1140
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1195
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1218
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1161
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1185
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1104
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1137
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,857
,,,Feb,10 or fewer,10 or fewer,10 or fewer,805
,,,Mar,10 or fewer,10 or fewer,10 or fewer,684
,,,Apr,10 or fewer,10 or fewer,10 or fewer,485
,,,May,10 or fewer,10 or fewer,10 or fewer,645
,,,Jun,10 or fewer,10 or fewer,10 or fewer,666
,,,Jul,10 or fewer,10 or fewer,10 or fewer,777
,,,Aug,10 or fewer,10 or fewer,10 or fewer,754
,,,Sep,10 or fewer,10 or fewer,10 or fewer,703
,,,Oct,10 or fewer,10 or fewer,10 or fewer,776
,,,Nov,10 or fewer,10 or fewer,10 or fewer,695
,,,Dec,10 or fewer,10 or fewer,10 or fewer,719
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,150
,,,Feb,10 or fewer,10 or fewer,10 or fewer,124
,,,Mar,10 or fewer,10 or fewer,10 or fewer,151
,,,Apr,10 or fewer,10 or fewer,10 or fewer,105
,,,May,10 or fewer,10 or fewer,10 or fewer,114
,,,Jun,10 or fewer,10 or fewer,10 or fewer,116
,,,Jul,10 or fewer,10 or fewer,10 or fewer,139
,,,Aug,10 or fewer,10 or fewer,10 or fewer,139
,,,Sep,10 or fewer,10 or fewer,10 or fewer,169
,,,Oct,10 or fewer,10 or fewer,10 or fewer,167
,,,Nov,10 or fewer,10 or fewer,10 or fewer,173
,,,Dec,10 or fewer,10 or fewer,10 or fewer,157
,"Total: Total includes all data under the Utah bucket, including data from rows not currently displayed.",2020,Jan,10 or fewer,10 or fewer,10 or fewer,4975
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4706
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4575
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3202
,,,May,10 or fewer,10 or fewer,10 or fewer,3902
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4229
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4584
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4524
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4446
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4653
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4272
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4334
Alabama,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,321
,,,Feb,10 or fewer,10 or fewer,10 or fewer,316
,,,Mar,10 or fewer,10 or fewer,10 or fewer,270
,,,Apr,10 or fewer,10 or fewer,10 or fewer,119
,,,May,10 or fewer,10 or fewer,10 or fewer,158
,,,Jun,10 or fewer,10 or fewer,10 or fewer,185
,,,Jul,10 or fewer,10 or fewer,10 or fewer,206
,,,Aug,10 or fewer,10 or fewer,10 or fewer,206
,,,Sep,10 or fewer,10 or fewer,10 or fewer,162
,,,Oct,10 or fewer,10 or fewer,10 or fewer,768
,,,Nov,10 or fewer,10 or fewer,10 or fewer,861
,,,Dec,10 or fewer,10 or fewer,10 or fewer,805
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,348
,,,Feb,10 or fewer,10 or fewer,10 or fewer,338
,,,Mar,10 or fewer,10 or fewer,10 or fewer,251
,,,Apr,10 or fewer,10 or fewer,10 or fewer,139
,,,May,10 or fewer,10 or fewer,10 or fewer,208
,,,Jun,10 or fewer,10 or fewer,10 or fewer,242
,,,Jul,10 or fewer,10 or fewer,10 or fewer,286
,,,Aug,10 or fewer,10 or fewer,10 or fewer,334
,,,Sep,10 or fewer,10 or fewer,10 or fewer,301
,,,Oct,10 or fewer,10 or fewer,10 or fewer,990
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1097
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1111
,≥ 25 and < 45 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,757
,,,Feb,10 or fewer,10 or fewer,10 or fewer,748
,,,Mar,10 or fewer,10 or fewer,10 or fewer,671
,,,Apr,10 or fewer,10 or fewer,10 or fewer,420
,,,May,10 or fewer,10 or fewer,10 or fewer,585
,,,Jun,10 or fewer,10 or fewer,10 or fewer,663
,,,Jul,10 or fewer,10 or fewer,10 or fewer,749
,,,Aug,10 or fewer,10 or fewer,10 or fewer,730
,,,Sep,10 or fewer,10 or fewer,10 or fewer,726
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2437
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2579
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2756
,≥ 45 and < 65 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,669
,,,Feb,10 or fewer,10 or fewer,10 or fewer,653
,,,Mar,10 or fewer,10 or fewer,10 or fewer,551
,,,Apr,10 or fewer,10 or fewer,10 or fewer,362
,,,May,10 or fewer,10 or fewer,10 or fewer,453
,,,Jun,10 or fewer,10 or fewer,10 or fewer,553
,,,Jul,10 or fewer,10 or fewer,10 or fewer,611
,,,Aug,10 or fewer,10 or fewer,10 or fewer,578
,,,Sep,10 or fewer,10 or fewer,10 or fewer,688
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2376
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2499
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2687
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,400
,,,Feb,10 or fewer,10 or fewer,10 or fewer,359
,,,Mar,10 or fewer,10 or fewer,10 or fewer,344
,,,Apr,10 or fewer,10 or fewer,10 or fewer,209
,,,May,10 or fewer,10 or fewer,10 or fewer,286
,,,Jun,10 or fewer,10 or fewer,10 or fewer,343
,,,Jul,10 or fewer,10 or fewer,10 or fewer,344
,,,Aug,10 or fewer,10 or fewer,10 or fewer,326
,,,Sep,10 or fewer,10 or fewer,10 or fewer,468
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2231
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2306
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2599
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,84
,,,Feb,10 or fewer,10 or fewer,10 or fewer,90
,,,Mar,10 or fewer,10 or fewer,10 or fewer,80
,,,Apr,10 or fewer,10 or fewer,10 or fewer,47
,,,May,10 or fewer,10 or fewer,10 or fewer,46
,,,Jun,10 or fewer,10 or fewer,10 or fewer,69
,,,Jul,10 or fewer,10 or fewer,10 or fewer,81
,,,Aug,10 or fewer,10 or fewer,10 or fewer,79
,,,Sep,10 or fewer,10 or fewer,10 or fewer,82
,,,Oct,10 or fewer,10 or fewer,10 or fewer,223
,,,Nov,10 or fewer,10 or fewer,10 or fewer,408
,,,Dec,10 or fewer,10 or fewer,10 or fewer,439
,"Total: Total includes all data under the Alabama bucket, including data from rows not currently displayed.",2020,Jan,10 or fewer,10 or fewer,10 or fewer,2578
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2504
,,,Mar,10 or fewer,10 or fewer,10 or fewer,2167
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1296
,,,May,10 or fewer,10 or fewer,10 or fewer,1736
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2055
,,,Jul,10 or fewer,14,10 or fewer,2277
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2253
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2427
,,,Oct,10 or fewer,10 or fewer,10 or fewer,9025
,,,Nov,10 or fewer,10 or fewer,10 or fewer,9748
,,,Dec,10 or fewer,10 or fewer,10 or fewer,10397
Vermont,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,645
,,,Feb,10 or fewer,10 or fewer,10 or fewer,636
,,,Mar,10 or fewer,10 or fewer,10 or fewer,387
,,,Apr,10 or fewer,10 or fewer,10 or fewer,154
,,,May,10 or fewer,10 or fewer,10 or fewer,244
,,,Jun,10 or fewer,10 or fewer,10 or fewer,335
,,,Jul,10 or fewer,10 or fewer,10 or fewer,375
,,,Aug,10 or fewer,10 or fewer,10 or fewer,392
,,,Sep,10 or fewer,10 or fewer,10 or fewer,326
,,,Oct,10 or fewer,10 or fewer,10 or fewer,340
,,,Nov,10 or fewer,10 or fewer,10 or fewer,294
,,,Dec,10 or fewer,10 or fewer,10 or fewer,288
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,551
,,,Feb,10 or fewer,10 or fewer,10 or fewer,568
,,,Mar,10 or fewer,10 or fewer,10 or fewer,413
,,,Apr,10 or fewer,10 or fewer,10 or fewer,204
,,,May,10 or fewer,10 or fewer,10 or fewer,345
,,,Jun,10 or fewer,10 or fewer,10 or fewer,482
,,,Jul,10 or fewer,10 or fewer,10 or fewer,554
,,,Aug,10 or fewer,10 or fewer,10 or fewer,544
,,,Sep,10 or fewer,10 or fewer,10 or fewer,473
,,,Oct,10 or fewer,10 or fewer,10 or fewer,462
,,,Nov,10 or fewer,10 or fewer,10 or fewer,449
,,,Dec,10 or fewer,10 or fewer,10 or fewer,380
,≥ 25 and < 45 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1277
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1128
,,,Mar,10 or fewer,10 or fewer,10 or fewer,979
,,,Apr,10 or fewer,10 or fewer,10 or fewer,709
,,,May,10 or fewer,10 or fewer,10 or fewer,908
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1063
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1204
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1216
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1118
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1053
,,,Nov,10 or fewer,10 or fewer,10 or fewer,972
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1003
,≥ 45 and < 65 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1267
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1272
,,,Mar,10 or fewer,10 or fewer,10 or fewer,995
,,,Apr,10 or fewer,10 or fewer,10 or fewer,730
,,,May,10 or fewer,10 or fewer,10 or fewer,975
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1099
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1219
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1144
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1083
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1095
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1012
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1051
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1457
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1241
,,,Mar,10 or fewer,10 or fewer,10 or fewer,995
,,,Apr,10 or fewer,10 or fewer,10 or fewer,709
,,,May,10 or fewer,10 or fewer,10 or fewer,1069
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1200
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1304
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1282
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1281
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1242
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1106
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1225
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,222
,,,Feb,10 or fewer,10 or fewer,10 or fewer,228
,,,Mar,10 or fewer,10 or fewer,10 or fewer,190
,,,Apr,10 or fewer,10 or fewer,10 or fewer,136
,,,May,10 or fewer,10 or fewer,10 or fewer,149
,,,Jun,10 or fewer,10 or fewer,10 or fewer,185
,,,Jul,10 or fewer,10 or fewer,10 or fewer,207
,,,Aug,10 or fewer,10 or fewer,10 or fewer,224
,,,Sep,10 or fewer,10 or fewer,10 or fewer,240
,,,Oct,10 or fewer,10 or fewer,10 or fewer,222
,,,Nov,10 or fewer,10 or fewer,10 or fewer,216
,,,Dec,10 or fewer,10 or fewer,10 or fewer,220
,"Total: Total includes all data under the Vermont bucket, including data from rows not currently displayed.",2020,Jan,10 or fewer,10 or fewer,10 or fewer,5419
,,,Feb,10 or fewer,10 or fewer,10 or fewer,5073
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3959
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2642
,,,May,10 or fewer,10 or fewer,10 or fewer,3689
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4363
,,,Jul,10 or fewer,11,10 or fewer,4862
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4802
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4521
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4413
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4049
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4167
Montana,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,815
,,,Feb,10 or fewer,10 or fewer,10 or fewer,782
,,,Mar,10 or fewer,10 or fewer,10 or fewer,585
,,,Apr,10 or fewer,10 or fewer,10 or fewer,240
,,,May,10 or fewer,10 or fewer,10 or fewer,356
,,,Jun,10 or fewer,10 or fewer,10 or fewer,402
,,,Jul,10 or fewer,10 or fewer,10 or fewer,376
,,,Aug,10 or fewer,10 or fewer,10 or fewer,418
,,,Sep,10 or fewer,10 or fewer,10 or fewer,400
,,,Oct,10 or fewer,10 or fewer,10 or fewer,370
,,,Nov,10 or fewer,10 or fewer,10 or fewer,318
,,,Dec,10 or fewer,10 or fewer,10 or fewer,329
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,599
,,,Feb,10 or fewer,10 or fewer,10 or fewer,618
,,,Mar,10 or fewer,10 or fewer,10 or fewer,517
,,,Apr,10 or fewer,10 or fewer,10 or fewer,300
,,,May,10 or fewer,10 or fewer,10 or fewer,416
,,,Jun,10 or fewer,10 or fewer,10 or fewer,513
,,,Jul,10 or fewer,10 or fewer,10 or fewer,523
,,,Aug,10 or fewer,10 or fewer,10 or fewer,518
,,,Sep,10 or fewer,10 or fewer,10 or fewer,532
,,,Oct,10 or fewer,10 or fewer,10 or fewer,514
,,,Nov,10 or fewer,10 or fewer,10 or fewer,463
,,,Dec,10 or fewer,10 or fewer,10 or fewer,417
,≥ 25 and < 45 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,1071
,,,Feb,10 or fewer,10 or fewer,10 or fewer,998
,,,Mar,10 or fewer,10 or fewer,10 or fewer,960
,,,Apr,10 or fewer,10 or fewer,10 or fewer,678
,,,May,10 or fewer,10 or fewer,10 or fewer,838
,,,Jun,10 or fewer,10 or fewer,10 or fewer,936
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1037
,,,Aug,10 or fewer,10 or fewer,10 or fewer,999
,,,Sep,10 or fewer,10 or fewer,10 or fewer,947
,,,Oct,10 or fewer,10 or fewer,10 or fewer,926
,,,Nov,10 or fewer,10 or fewer,10 or fewer,903
,,,Dec,10 or fewer,10 or fewer,10 or fewer,929
,≥ 45 and < 65 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,825
,,,Feb,10 or fewer,10 or fewer,10 or fewer,803
,,,Mar,10 or fewer,10 or fewer,10 or fewer,734
,,,Apr,10 or fewer,10 or fewer,10 or fewer,493
,,,May,10 or fewer,10 or fewer,10 or fewer,639
,,,Jun,10 or fewer,10 or fewer,10 or fewer,745
,,,Jul,10 or fewer,10 or fewer,10 or fewer,789
,,,Aug,10 or fewer,10 or fewer,10 or fewer,780
,,,Sep,10 or fewer,10 or fewer,10 or fewer,807
,,,Oct,10 or fewer,10 or fewer,10 or fewer,804
,,,Nov,10 or fewer,10 or fewer,10 or fewer,815
,,,Dec,10 or fewer,10 or fewer,10 or fewer,774
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,785
,,,Feb,10 or fewer,10 or fewer,10 or fewer,840
,,,Mar,10 or fewer,10 or fewer,10 or fewer,668
,,,Apr,10 or fewer,10 or fewer,10 or fewer,499
,,,May,10 or fewer,10 or fewer,10 or fewer,635
,,,Jun,10 or fewer,10 or fewer,10 or fewer,694
,,,Jul,10 or fewer,10 or fewer,10 or fewer,726
,,,Aug,10 or fewer,10 or fewer,10 or fewer,814
,,,Sep,10 or fewer,10 or fewer,10 or fewer,767
,,,Oct,10 or fewer,10 or fewer,10 or fewer,871
,,,Nov,10 or fewer,10 or fewer,10 or fewer,859
,,,Dec,10 or fewer,10 or fewer,10 or fewer,784
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,90
,,,Feb,10 or fewer,10 or fewer,10 or fewer,77
,,,Mar,10 or fewer,10 or fewer,10 or fewer,86
,,,Apr,10 or fewer,10 or fewer,10 or fewer,55
,,,May,10 or fewer,10 or fewer,10 or fewer,48
,,,Jun,10 or fewer,10 or fewer,10 or fewer,82
,,,Jul,10 or fewer,10 or fewer,10 or fewer,78
,,,Aug,10 or fewer,10 or fewer,10 or fewer,64
,,,Sep,10 or fewer,10 or fewer,10 or fewer,86
,,,Oct,10 or fewer,10 or fewer,10 or fewer,99
,,,Nov,10 or fewer,10 or fewer,10 or fewer,94
,,,Dec,10 or fewer,10 or fewer,10 or fewer,94
,"Total: Total includes all data under the Montana bucket, including data from rows not currently displayed.",2020,Jan,10 or fewer,10 or fewer,10 or fewer,4183
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4118
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3550
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2265
,,,May,10 or fewer,10 or fewer,10 or fewer,2932
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3372
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3527
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3591
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3539
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3583
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3452
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3327
Wyoming,Less than 15 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,662
,,,Feb,10 or fewer,10 or fewer,10 or fewer,699
,,,Mar,10 or fewer,10 or fewer,10 or fewer,496
,,,Apr,10 or fewer,10 or fewer,10 or fewer,188
,,,May,10 or fewer,10 or fewer,10 or fewer,321
,,,Jun,10 or fewer,10 or fewer,10 or fewer,311
,,,Jul,10 or fewer,10 or fewer,10 or fewer,361
,,,Aug,10 or fewer,10 or fewer,10 or fewer,345
,,,Sep,10 or fewer,10 or fewer,10 or fewer,389
,,,Oct,10 or fewer,10 or fewer,10 or fewer,329
,,,Nov,10 or fewer,10 or fewer,10 or fewer,289
,,,Dec,10 or fewer,10 or fewer,10 or fewer,295
,≥ 15 and < 25 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,539
,,,Feb,10 or fewer,10 or fewer,10 or fewer,511
,,,Mar,10 or fewer,10 or fewer,10 or fewer,471
,,,Apr,10 or fewer,10 or fewer,10 or fewer,265
,,,May,10 or fewer,10 or fewer,10 or fewer,351
,,,Jun,10 or fewer,10 or fewer,10 or fewer,433
,,,Jul,10 or fewer,10 or fewer,10 or fewer,461
,,,Aug,10 or fewer,10 or fewer,10 or fewer,460
,,,Sep,10 or fewer,10 or fewer,10 or fewer,482
,,,Oct,10 or fewer,10 or fewer,10 or fewer,468
,,,Nov,10 or fewer,10 or fewer,10 or fewer,427
,,,Dec,10 or fewer,10 or fewer,10 or fewer,370
,≥ 25 and < 45 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,960
,,,Feb,10 or fewer,10 or fewer,10 or fewer,947
,,,Mar,10 or fewer,10 or fewer,10 or fewer,850
,,,Apr,10 or fewer,10 or fewer,10 or fewer,576
,,,May,10 or fewer,10 or fewer,10 or fewer,709
,,,Jun,10 or fewer,10 or fewer,10 or fewer,819
,,,Jul,10 or fewer,10 or fewer,10 or fewer,869
,,,Aug,10 or fewer,10 or fewer,10 or fewer,837
,,,Sep,10 or fewer,10 or fewer,10 or fewer,797
,,,Oct,10 or fewer,10 or fewer,10 or fewer,836
,,,Nov,10 or fewer,10 or fewer,10 or fewer,830
,,,Dec,10 or fewer,10 or fewer,10 or fewer,746
,≥ 45 and < 65 Years,2020,Jan,10 or fewer,10 or fewer,10 or fewer,839
,,,Feb,10 or fewer,10 or fewer,10 or fewer,805
,,,Mar,10 or fewer,10 or fewer,10 or fewer,682
,,,Apr,10 or fewer,10 or fewer,10 or fewer,500
,,,May,10 or fewer,10 or fewer,10 or fewer,641
,,,Jun,10 or fewer,10 or fewer,10 or fewer,647
,,,Jul,10 or fewer,10 or fewer,10 or fewer,676
,,,Aug,10 or fewer,10 or fewer,10 or fewer,694
,,,Sep,10 or fewer,10 or fewer,10 or fewer,659
,,,Oct,10 or fewer,10 or fewer,10 or fewer,751
,,,Nov,10 or fewer,10 or fewer,10 or fewer,712
,,,Dec,10 or fewer,10 or fewer,10 or fewer,671
,65 Years or more,2020,Jan,10 or fewer,10 or fewer,10 or fewer,846
,,,Feb,10 or fewer,10 or fewer,10 or fewer,753
,,,Mar,10 or fewer,10 or fewer,10 or fewer,708
,,,Apr,10 or fewer,10 or fewer,10 or fewer,510
,,,May,10 or fewer,10 or fewer,10 or fewer,580
,,,Jun,10 or fewer,10 or fewer,10 or fewer,707
,,,Jul,10 or fewer,10 or fewer,10 or fewer,704
,,,Aug,10 or fewer,10 or fewer,10 or fewer,732
,,,Sep,10 or fewer,10 or fewer,10 or fewer,681
,,,Oct,10 or fewer,10 or fewer,10 or fewer,768
,,,Nov,10 or fewer,10 or fewer,10 or fewer,760
,,,Dec,10 or fewer,10 or fewer,10 or fewer,772
,No value,2020,Jan,10 or fewer,10 or fewer,10 or fewer,106
,,,Feb,10 or fewer,10 or fewer,10 or fewer,108
,,,Mar,10 or fewer,10 or fewer,10 or fewer,123
,,,Apr,10 or fewer,10 or fewer,10 or fewer,80
,,,May,10 or fewer,10 or fewer,10 or fewer,71
,,,Jun,10 or fewer,10 or fewer,10 or fewer,110
,,,Jul,10 or fewer,10 or fewer,10 or fewer,83
