Session Title,OBESITY by ICD and BMI County Age 2025,,,
,"CLEVELAND, NC",44.55%,39.97%,4263
,"CAROLINE, MD",50.52%,37.37%,5786
,"ROBESON, NC",48.33%,23.82%,16454
,"BEAUFORT, NC",46.13%,32.28%,11644
,"HENRY, KY",51.08%,30.33%,3393
,"CALDWELL, MO",45.01%,19.46%,971
,"JEFFERSON DAVIS, LA",51.57%,31.76%,3089
,"GREENE, NC",48.36%,27.47%,2403
,"RUTHERFORD, NC",42.47%,32.65%,5642
,"ROWAN, NC",46.16%,37.46%,19181
,"MAGOFFIN, KY",43.70%,22.48%,961
,"BRACKEN, KY",49.22%,29.17%,1152
,"GRANT, KY",53.09%,32.96%,4630
,"WILKES, NC",42.89%,22.47%,5528
,"RED WILLOW, NE",46.37%,14.91%,1281
,"ATTALA, MS",43.73%,18.23%,2726
,"HYDE, NC",44.11%,24.48%,866
,"TEXAS, MO",48.67%,19.05%,1239
,"ADAMS, MS",44.82%,13.54%,2260
,"RICHARDSON, NE",45.60%,21.30%,432
,"MARSHALL, MS",42.57%,22.41%,4792
,"CALDWELL, KY",47.57%,37.87%,1669
,"SCOTT, MS",47.87%,24.17%,2793
,"HARNETT, NC",50.37%,28.61%,13670
,"ALAMANCE, NC",48.90%,33.19%,32731
,"HARDIN, KY",51.17%,37.89%,18832
,"JONES, NC",44.89%,26.34%,744
,"DUNKLIN, MO",46.01%,49.36%,2482
,"COAHOMA, MS",38.11%,19.18%,1262
,"VALENCIA, NM",41.77%,20.51%,3179
,"LUCE, MI",51.49%,21.78%,101
,"BOYD, NE",42.56%,11.76%,289
,"LIVINGSTON, KY",48.48%,35.70%,1776
,"DAVIESS, MO",47.69%,22.45%,864
,"POINTE COUPEE, LA",49.60%,31.32%,4016
,"RUSSELL, KY",45.05%,30.19%,1292
,"PEARL RIVER, MS",49.46%,33.00%,11234
,"VALLEY, NE",48.55%,18.47%,379
,"OTOE, NE",47.28%,23.28%,1121
,"CLINTON, NY",46.75%,13.82%,15032
,"HINDS, MS",47.74%,26.50%,27341
,"ANTELOPE, NE",50.94%,19.36%,1007
,"STOKES, NC",49.02%,33.94%,8541
,"PEMISCOT, MO",46.36%,48.92%,1292
,"MORGAN, MO",43.48%,24.51%,253
,"FREEBORN, MN",48.64%,26.00%,773
,"VERNON, MO",46.19%,27.33%,472
,"WHITLEY, KY",48.35%,27.15%,6490
,"PANOLA, MS",40.81%,22.42%,3813
,"BATES, MO",46.56%,25.53%,842
,"MILLE LACS, MN",56.46%,45.63%,4247
,"CUMBERLAND, NC",50.01%,28.38%,33523
,"LYON, KY",47.30%,40.99%,1520
,"BRECKINRIDGE, KY",48.20%,27.42%,2338
,"OCEANA, MI",53.48%,48.65%,6831
,"DESOTO, MS",39.34%,22.66%,20382
,"BROWN, NE",49.82%,14.91%,275
,"MARION, MO",48.33%,20.00%,60
,"WEBSTER, MS",46.66%,28.66%,2139
,"TORRANCE, NM",42.30%,19.34%,662
,"PETTIS, MO",40.73%,17.80%,545
,"SARPY, NE",46.70%,26.12%,15068
,"BULLITT, KY",52.65%,35.06%,12572
,"BOLLINGER, MO",47.28%,69.58%,1417
,"REYNOLDS, MO",48.32%,66.28%,596
,"JOHNSTON, NC",49.01%,26.49%,29277
,"HOKE, NC",53.02%,26.33%,2503
,"SUNFLOWER, MS",42.01%,18.92%,814
,"CLAY, NE",47.84%,25.66%,947
,"BALLARD, KY",48.56%,37.50%,1184
,"NIAGARA, NY",41.83%,21.64%,23957
,"SURRY, NC",46.59%,30.84%,9081
,"ROCKINGHAM, NC",46.44%,25.61%,18252
,"PERQUIMANS, NC",44.20%,29.14%,3342
,"MCCREARY, KY",47.17%,24.64%,1607
,"RANDOLPH, NC",43.71%,22.71%,14825
,"ORLEANS, NY",49.23%,26.33%,7056
,"SIMPSON, MS",47.04%,23.28%,2702
,"PERRY, MO",46.78%,67.80%,1056
,"POLK, NE",48.01%,21.55%,427
,"CHOWAN, NC",46.29%,31.65%,3757
,"MARSHALL, KY",47.83%,30.87%,6466
,"YADKIN, NC",47.58%,35.14%,6064
,"UNION, KY",49.80%,44.64%,2480
,"CARROLL, MO",40.08%,19.64%,504
,"BOONE, NE",47.21%,18.17%,754
,"PULASKI, KY",44.76%,22.11%,6599
,"TRIGG, KY",42.69%,27.51%,916
,"AITKIN, MN",48.84%,29.63%,4515
,"JOHNSON, MO",45.64%,24.06%,2581
,"MADISON, LA",43.76%,17.08%,521
,"ASSUMPTION, LA",45.36%,29.63%,1907
,"CATTARAUGUS, NY",44.74%,18.15%,2546
,"MONTGOMERY, MS",45.21%,23.07%,1409
,"MARION, KY",43.72%,20.74%,1649
,"SAINT JAMES, LA",47.91%,33.02%,2008
,"CASS, MI",50.17%,30.28%,6345
,"FRANKLIN, NC",49.35%,28.38%,10820
,"SCHOHARIE, NY",49.26%,29.05%,6383
,"SEWARD, NE",47.02%,19.87%,1510
,"FRONTIER, NE",48.46%,20.93%,454
,"PLATTE, NE",48.07%,16.91%,2667
,"WASHINGTON, MD",48.90%,28.41%,27209
,"WEST BATON ROUGE, LA",50.70%,34.43%,4331
,"GARRARD, KY",46.50%,28.34%,2329
,"MUSKEGON, MI",51.89%,43.43%,35466
,"LESLIE, KY",48.05%,25.15%,974
,"SAINT CHARLES, LA",50.12%,42.80%,6694
,"LEAKE, MS",47.04%,20.45%,3002
,"ROCKCASTLE, KY",41.83%,24.41%,1573
,"LEWIS, NY",46.14%,17.44%,1101
,"STONE, MS",49.85%,27.35%,2311
,"WASHINGTON, LA",46.42%,33.35%,6264
,"RAY, MO",43.64%,18.93%,1595
,"CASS, MO",45.10%,25.51%,9070
,"MUSSELSHELL, MT",44.19%,25.21%,353
,"KNOTT, KY",47.02%,25.34%,1476
,"HERKIMER, NY",49.28%,27.94%,11684
,"BARTON, MO",47.40%,23.38%,154
,"OSAGE, MO",49.06%,26.42%,53
,"HENDERSON, KY",49.05%,40.43%,8023
,"RIPLEY, MO",47.47%,67.31%,1618
,"ADAMS, NE",46.81%,28.13%,4980
,"CARROLL, KY",47.55%,28.91%,1491
,"ITASCA, MN",52.73%,43.79%,10729
,"WHEELER, NE",41.94%,-,62
,"GUADALUPE, NM",36.88%,12.50%,160
,"WEBSTER, KY",46.98%,40.82%,1771
,"GRANVILLE, NC",47.85%,30.45%,8464
,"DELTA, MI",51.53%,22.39%,8329
,"SAINT BERNARD, LA",46.38%,33.76%,4375
,"SAINT MARTIN, LA",49.58%,33.40%,6468
,"MISSISSIPPI, MO",47.44%,72.58%,1853
,"MASON, MI",50.90%,40.57%,7972
,"ANSON, NC",46.82%,30.27%,1196
,"DONA ANA, NM",39.30%,19.36%,1865
,"CHENANGO, NY",50.57%,25.14%,10188
,"DUPLIN, NC",47.18%,33.33%,7359
,"WEBSTER, NE",44.27%,20.90%,646
,"MONTCALM, MI",53.49%,34.91%,10876
,"MCKINLEY, NM",34.29%,12.88%,1149
,"MONROE, MI",50.11%,39.75%,28083
,"WARREN, MS",42.44%,14.64%,2719
,"PISCATAQUIS, ME",44.06%,25.42%,1137
,"JACKSON, MI",52.02%,41.78%,29377
,"ANNE ARUNDEL, MD",43.40%,39.80%,44102
,"RANDOLPH, MO",40.00%,27.27%,55
,"COLFAX, NE",49.89%,18.53%,475
,"OSCEOLA, MI",51.02%,33.00%,4130
,"SCOTLAND, NC",42.53%,17.68%,990
,"TISHOMINGO, MS",43.12%,21.15%,3305
,"PHELPS, MO",49.61%,24.04%,6607
,"CARROLL, MS",46.38%,18.69%,1423
,"TALLAHATCHIE, MS",41.79%,22.46%,993
,"ITAWAMBA, MS",45.48%,23.71%,3775
,"CHEROKEE, NC",41.70%,31.92%,6168
,"GREEN, KY",44.14%,20.89%,1015
,"YALOBUSHA, MS",41.92%,22.66%,2295
,"SAINT LAWRENCE, NY",47.53%,20.82%,18111
,"PRINCE GEORGES, MD",40.86%,23.74%,22211
,"SAINT CLAIR, MO",41.84%,23.01%,239
,"WAYNE, MO",46.16%,72.37%,1980
,"SAINT LANDRY, LA",47.43%,27.95%,5467
,"LAUDERDALE, MS",46.31%,28.66%,11000
,"HARFORD, MD",45.81%,36.89%,34184
,"MADISON, NY",45.48%,18.77%,5983
,"JACKSON, MS",45.96%,26.82%,21033
,"MOREHOUSE, LA",44.23%,28.24%,2921
,"BOX BUTTE, NE",43.84%,17.17%,990
,"ALLEGANY, MD",46.55%,23.12%,4481
,"MONTGOMERY, NY",45.51%,23.06%,2815
,"CHERRY, NE",48.76%,15.17%,646
,"IBERIA, LA",44.93%,26.06%,4854
,"TANGIPAHOA, LA",49.29%,36.29%,19226
,"PENOBSCOT, ME",42.64%,27.41%,16528
,"NUCKOLLS, NE",47.06%,19.68%,442
,"RANKIN, MS",45.56%,25.04%,18830
,"GRANT, MN",53.66%,37.56%,1310
,"LIVINGSTON, MO",46.44%,27.49%,2750
,"FRANKLIN, KY",46.37%,37.27%,7947
,"MORRISON, MN",51.76%,33.91%,5184
,"IONIA, MI",52.42%,35.68%,7192
,"CRITTENDEN, KY",47.94%,28.00%,1018
,"CLAY, MO",45.00%,25.42%,18142
,"CHAUTAUQUA, NY",42.43%,15.76%,6580
,"JACKSON, MO",43.33%,25.93%,62917
,"WASHINGTON, NY",43.90%,21.45%,8802
,"MECOSTA, MI",49.85%,33.29%,8210
,"KANABEC, MN",46.29%,29.23%,821
,"BREATHITT, KY",42.89%,22.96%,823
,"COOPER, MO",45.31%,18.75%,64
,"NODAWAY, MO",49.93%,18.58%,3553
,"MASON, KY",45.40%,23.44%,1075
,"DEUEL, NE",44.24%,19.63%,321
,"GAGE, NE",51.58%,33.58%,4672
,"PERSON, NC",45.28%,25.15%,6509
,"NEWAYGO, MI",52.99%,39.35%,9797
,"LAMAR, MS",50.90%,32.00%,7499
,"CORTLAND, NY",45.75%,26.15%,7731
,"STODDARD, MO",45.31%,69.73%,3558
,"PITT, NC",46.61%,29.17%,21033
,"EAST FELICIANA, LA",44.31%,25.70%,3622
,"GRAVES, KY",46.87%,32.13%,5080
,"MCDOWELL, NC",39.07%,21.86%,6207
,"TATE, MS",37.78%,21.84%,2986
,"MARTIN, MN",49.00%,36.01%,2002
,"GLOUCESTER, NJ",45.44%,29.60%,38748
,"HART, KY",44.60%,24.97%,917
,"PASSAIC, NJ",40.82%,26.38%,23958
,"PONTOTOC, MS",46.02%,25.52%,4435
,"GRUNDY, MO",48.71%,30.99%,2020
,"RICHLAND, LA",45.92%,20.12%,1899
,"ISANTI, MN",54.30%,42.68%,2383
,"MORRILL, NE",47.64%,19.67%,615
,"RED LAKE, MN",55.17%,40.15%,919
,"ALGER, MI",43.98%,16.75%,382
,"MAHNOMEN, MN",53.80%,40.58%,855
,"BURT, NE",45.56%,17.77%,349
,"ISSAQUENA, MS",39.29%,-,28
,"PRENTISS, MS",44.32%,23.43%,3935
,"CALHOUN, MI",46.57%,25.78%,19871
,"SHELBY, KY",48.28%,30.47%,7554
,"NORMAN, MN",52.09%,40.60%,1340
,"CRAWFORD, MO",45.24%,17.16%,1008
,"OUACHITA, LA",45.49%,26.27%,20328
,"GENESEE, NY",47.66%,25.82%,12244
,"TODD, MN",53.01%,34.33%,4565
,"CALCASIEU, LA",44.93%,19.25%,10768
,"DAVIE, NC",43.66%,33.32%,7336
,"GARRETT, MD",46.77%,25.63%,5884
,"SHANNON, MO",45.45%,30.58%,121
,"UNION, LA",43.74%,23.02%,2163
,"CARTER, KY",41.81%,20.64%,940
,"BRANCH, MI",48.08%,24.75%,7379
,"BOONE, KY",50.06%,33.61%,23102
,"ARENAC, MI",43.97%,25.43%,232
,"OWEN, KY",46.59%,30.07%,1247
,"RICHLAND, MT",53.63%,33.72%,1889
,"CALHOUN, MS",43.85%,21.92%,2226
,"WASHINGTON, NE",42.28%,18.53%,939
,"SENECA, NY",45.42%,20.03%,5597
,"ERIE, NY",39.37%,22.19%,70005
,"ACADIA, LA",47.82%,29.73%,6112
,"BENTON, MS",41.00%,21.97%,1056
,"WYOMING, NY",47.17%,19.94%,5116
,"RENSSELAER, NY",44.04%,25.65%,25642
,"LOWNDES, MS",44.89%,24.74%,8699
,"CAYUGA, NY",42.03%,19.51%,5843
,"TENSAS, LA",43.03%,18.27%,323
,"WASHINGTON, MS",41.95%,15.91%,1609
,"BEAUREGARD, LA",44.83%,15.04%,1383
,"DORCHESTER, MD",45.50%,27.37%,6627
,"FRANKLIN, LA",47.67%,18.06%,1567
,"BRUNSWICK, NC",40.96%,31.52%,49616
,"CALLOWAY, KY",43.31%,30.30%,2528
,"MERCER, MO",51.66%,27.65%,633
,"KENTON, KY",48.04%,33.37%,28071
,"BOYLE, KY",43.14%,23.96%,2049
,"ELLIOTT, KY",39.62%,19.81%,313
,"BUTLER, MO",47.28%,71.60%,6257
,"MCCRACKEN, KY",46.09%,36.41%,13234
,"PINE, MN",47.51%,32.77%,3332
,"WOODFORD, KY",44.46%,27.25%,2951
,"MONTGOMERY, NC",42.22%,20.92%,784
,"CONCORDIA, LA",42.73%,16.65%,805
,"SAUNDERS, NE",44.15%,21.40%,1411
,"GLACIER, MT",37.61%,16.17%,569
,"WARREN, NJ",47.30%,32.65%,11745
,"VAN BUREN, MI",49.12%,29.50%,15646
,"ALLEGANY, NY",47.96%,29.84%,6947
,"GREENE, NY",44.02%,32.03%,8752
,"ONONDAGA, NY",44.34%,18.70%,34017
,"LINN, MO",45.21%,22.90%,856
,"SHARKEY, MS",44.85%,22.79%,272
,"CUMING, NE",45.90%,18.36%,512
,"CAMDEN, NC",46.39%,30.39%,1856
,"CURRITUCK, NC",44.90%,28.25%,5200
,"CUMBERLAND, NJ",40.82%,15.72%,7530
,"PENDER, NC",43.73%,28.54%,7967
,"FORREST, MS",49.33%,29.77%,13703
,"BELL, KY",44.58%,22.47%,1411
,"MONTGOMERY, MO",-,-,11
,"CARLISLE, KY",44.13%,33.94%,775
,"QUEEN ANNES, MD",43.25%,33.44%,8598
,"BLAINE, MT",40.83%,15.98%,338
,"KNOX, NE",44.81%,16.30%,828
,"ALLEGHANY, NC",38.64%,18.85%,955
,"FLEMING, KY",41.21%,20.92%,1104
,"HURON, MI",43.02%,22.65%,702
,"CASEY, KY",44.92%,23.17%,915
,"WEST CARROLL, LA",44.40%,16.96%,1126
,"CAMPBELL, KY",47.96%,32.09%,16900
,"SCOTTS BLUFF, NE",45.77%,22.90%,6109
,"MARSHALL, MN",51.99%,33.14%,2031
,"STANTON, NE",45.59%,20.30%,601
,"LEFLORE, MS",44.23%,15.42%,2322
,"GRENADA, MS",43.34%,20.01%,3348
,"SAINTE GENEVIEVE, MO",51.75%,67.32%,257
,"DUNDY, NE",43.53%,16.38%,232
,"JEFFERSON, NE",50.51%,25.35%,986
,"LIVINGSTON, LA",48.59%,36.84%,20090
,"YANCEY, NC",38.39%,14.16%,784
,"GARDEN, NE",45.28%,18.61%,360
,"UNION, MS",43.57%,22.74%,4700
,"PLAQUEMINES, LA",47.01%,34.47%,2025
,"CHISAGO, MN",53.57%,45.12%,7605
,"MARIES, MO",46.61%,28.85%,766
,"DELAWARE, NY",47.05%,25.34%,9900
,"SCOTT, MO",46.29%,71.09%,5001
,"STEVENS, MN",47.35%,25.97%,1001
,"BATH, KY",42.97%,22.81%,1166
,"KIMBALL, NE",42.08%,18.22%,461
,"MEEKER, MN",46.22%,40.18%,2698
,"SAINT CLAIR, MI",42.91%,23.49%,5658
,"FULTON, NY",40.75%,14.65%,4778
,"LINCOLN, NE",48.81%,27.30%,6380
,"CAMDEN, NJ",43.97%,26.24%,78057
,"BERRIEN, MI",47.48%,38.16%,31357
,"LEWIS, KY",40.76%,22.01%,368
,"DOUGLAS, NE",41.02%,23.27%,33367
,"SALEM, NJ",43.76%,21.17%,5621
,"ONEIDA, NY",42.84%,21.55%,33056
,"WILKIN, MN",52.97%,41.76%,1329
,"CHEYENNE, NE",49.13%,27.22%,1903
,"PHILLIPS, MT",42.76%,15.86%,145
,"CHIPPEWA, MN",46.73%,38.57%,1361
,"OREGON, MO",49.30%,38.03%,142
,"ASHE, NC",36.83%,17.74%,4347
,"PONDERA, MT",42.74%,16.30%,503
,"SHERIDAN, MT",42.86%,15.52%,406
,"KENT, MD",39.26%,23.41%,5117
,"ADAIR, KY",42.97%,23.19%,1052
,"CLINTON, KY",43.11%,18.78%,559
,"KOOCHICHING, MN",47.26%,27.47%,3102
,"BURLINGTON, NJ",43.78%,24.63%,77398
,"SHERIDAN, NE",43.30%,13.41%,358
,"ESSEX, NY",40.30%,12.96%,7293
,"DICKINSON, MI",51.20%,31.03%,4289
,"MCLEAN, KY",40.50%,25.14%,358
,"BOLIVAR, MS",37.78%,15.70%,1191
,"RICHMOND, NC",38.82%,17.61%,778
,"AUDRAIN, MO",42.86%,-,35
,"HAYWOOD, NC",37.50%,10.48%,2280
,"BRISTOL, MA",47.03%,45.86%,51269
,"SANILAC, MI",43.17%,23.46%,1040
,"PENNINGTON, MN",48.09%,39.42%,2859
,"JEFFERSON, LA",43.72%,35.85%,41976
,"CASS, MN",46.36%,37.04%,7330
,"TIOGA, NY",47.33%,24.25%,10283
,"FRANKLIN, ME",42.35%,28.71%,6796
,"GREELEY, NE",42.06%,22.75%,233
,"ALCORN, MS",38.92%,16.40%,3330
,"PULASKI, MO",49.44%,24.34%,2749
,"VERMILION, LA",48.09%,29.79%,5313
,"SOMERSET, ME",44.25%,19.64%,2678
,"TIPPAH, MS",39.46%,20.42%,2552
,"BENTON, MN",52.24%,45.27%,5785
,"WALDO, ME",40.93%,27.25%,8838
,"MADISON, NC",36.44%,13.26%,2972
,"CHOUTEAU, MT",42.86%,22.46%,966
,"PERSHING, NV",40.87%,19.62%,367
,"MITCHELL, NC",34.67%,15.92%,848
,"WASHINGTON, ME",39.33%,20.03%,1373
,"WAYNE, NY",47.46%,25.26%,20475
,"JEFFERSON, KY",45.69%,31.71%,120812
,"LIVINGSTON, NY",46.42%,25.82%,13848
,"BARRY, MI",49.12%,33.04%,10610
,"MCPHERSON, NE",45.45%,32.47%,77
,"LIBERTY, MT",37.33%,11.33%,150
,"LEE, MS",43.12%,23.61%,14160
,"ASCENSION, LA",47.77%,37.58%,18226
,"OGEMAW, MI",46.15%,25.96%,312
,"CARROLL, MD",42.32%,22.42%,9712
,"CARTER, MO",46.87%,65.41%,847
,"SAINT MARYS, MD",37.92%,17.51%,1068
,"OTSEGO, NY",45.50%,23.37%,13165
,"WABASHA, MN",45.98%,31.19%,994
,"GLADWIN, MI",44.03%,27.86%,402
,"BURKE, NC",39.47%,20.95%,13415
,"WAYNE, MI",43.35%,29.58%,204205
,"ALLEN, LA",42.45%,16.51%,636
,"SULLIVAN, NH",44.53%,22.26%,8789
,"CALDWELL, LA",43.34%,18.66%,863
,"MILLER, MO",50.00%,25.00%,104
,"BIG HORN, MT",41.63%,23.22%,478
,"SCOTLAND, MO",51.16%,-,43
,"ELKO, NV",41.00%,22.63%,3566
,"CAPE MAY, NJ",40.71%,22.02%,17049
,"SAINT MARY, LA",39.40%,27.55%,4744
,"ALLEGAN, MI",48.77%,29.98%,15060
,"AROOSTOOK, ME",41.08%,19.49%,6824
,"CALDWELL, NC",42.03%,23.27%,14450
,"METCALFE, KY",46.51%,20.93%,86
,"FORSYTH, NC",43.77%,31.67%,57373
,"LANDER, NV",40.48%,19.44%,252
,"GOLDEN VALLEY, MT",42.42%,17.17%,99
,"BALTIMORE, MD",38.84%,29.37%,67684
,"CHARITON, MO",44.90%,24.49%,147
,"STEUBEN, NY",45.66%,23.23%,19155
,"LEE, NC",42.08%,20.07%,4339
,"WADENA, MN",48.02%,27.29%,2503
,"JESSAMINE, KY",44.99%,29.64%,6997
,"ONSLOW, NC",44.22%,25.26%,8483
,"PAMLICO, NC",36.49%,23.15%,1192
,"WAYNE, NE",48.55%,14.78%,1279
,"PUTNAM, MO",39.61%,21.96%,255
,"MARQUETTE, MI",44.78%,15.88%,1782
,"SIBLEY, MN",49.07%,24.22%,161
,"SULLIVAN, MO",41.73%,23.68%,266
,"TRAVERSE, MN",49.30%,34.19%,860
,"LOGAN, NE",47.65%,25.50%,149
,"KENNEBEC, ME",42.66%,15.13%,9196
,"SCHUYLER, NY",41.78%,22.27%,3925
,"BECKER, MN",49.16%,44.43%,8616
,"HAMPDEN, MA",40.05%,23.14%,34080
,"LYON, NV",39.57%,19.09%,5716
,"MACOMB, MI",42.09%,26.13%,114898
,"HANCOCK, MS",41.65%,22.15%,5856
,"MADISON, MS",42.49%,21.12%,14693
,"GUILFORD, NC",41.39%,23.95%,72731
,"BOURBON, KY",47.40%,30.51%,3956
,"CROW WING, MN",45.87%,30.84%,14405
,"MADISON, NE",46.04%,20.00%,6334
,"STANLY, NC",40.34%,28.30%,2618
,"LANCASTER, NE",44.04%,23.22%,33400
,"SOCORRO, NM",33.60%,8.27%,375
,"AVOYELLES, LA",40.59%,21.63%,749
,"SALINE, NE",50.25%,24.02%,2032
,"SCHOOLCRAFT, MI",39.87%,15.81%,449
,"CRAVEN, NC",39.74%,26.28%,6932
,"PAWNEE, NE",39.83%,17.01%,241
,"LEWIS, MO",48.15%,-,27
,"BALTIMORE CITY, MD",41.50%,28.48%,35206
,"TODD, KY",35.71%,24.29%,70
,"CAPE GIRARDEAU, MO",42.52%,67.56%,9591
,"GASTON, NC",40.66%,30.40%,9506
,"TOOLE, MT",41.41%,14.81%,297
,"PLATTE, MO",40.42%,25.09%,10808
,"CHAVES, NM",38.22%,18.68%,3966
,"OXFORD, ME",45.42%,27.93%,10384
,"BIG STONE, MN",42.87%,38.91%,807
,"HAMILTON, NY",38.07%,13.75%,662
,"SCHENECTADY, NY",37.19%,16.61%,8425
,"ROSEAU, MN",50.67%,26.10%,3146
,"SWIFT, MN",49.52%,39.21%,1668
,"SWAIN, NC",35.90%,16.67%,234
,"EATON, MI",44.47%,23.20%,2379
,"WHEATLAND, MT",32.09%,11.19%,134
,"POPE, MN",45.21%,24.24%,1617
,"CLAY, NC",38.89%,24.29%,2314
,"DIXON, NE",51.48%,18.21%,983
,"HANCOCK, KY",38.17%,19.56%,317
,"YATES, NY",40.38%,19.11%,5143
,"OLDHAM, KY",45.33%,32.12%,9427
,"CEDAR, NE",48.39%,16.65%,961
,"BROOME, NY",43.49%,23.02%,39388
,"EAST CARROLL, LA",41.58%,18.62%,392
,"BAY, MI",44.32%,24.43%,704
,"SAINT LOUIS, MN",45.91%,34.05%,33374
,"WINN, LA",41.14%,13.92%,158
,"CLARE, MI",48.24%,25.80%,597
,"CATAHOULA, LA",42.68%,15.90%,239
,"SAINT TAMMANY, LA",42.29%,29.85%,40859
,"EVANGELINE, LA",42.97%,23.34%,917
,"JASPER, MO",39.30%,17.70%,1079
,"EAST BATON ROUGE, LA",43.92%,29.97%,68481
,"SHERBURNE, MN",50.99%,38.40%,10538
,"HOPKINS, KY",39.30%,28.40%,3321
,"CALVERT, MD",39.57%,22.70%,1198
,"ANDROSCOGGIN, ME",44.15%,23.23%,13556
,"TUSCOLA, MI",45.90%,24.91%,586
,"ALEXANDER, NC",35.01%,17.71%,954
,"CHRISTIAN, KY",40.67%,31.12%,1067
,"MINERAL, NV",31.89%,15.41%,370
,"LAFAYETTE, LA",44.34%,30.02%,28748
,"KANDIYOHI, MN",48.48%,48.25%,9205
,"COLUMBIA, NY",39.43%,24.20%,12007
,"FAYETTE, KY",41.87%,29.57%,35825
,"SARATOGA, NY",39.66%,20.38%,41704
,"TERREBONNE, LA",41.36%,24.65%,3537
,"SUSSEX, NJ",36.48%,19.23%,1908
,"POLK, MN",50.69%,38.91%,6039
,"HARRISON, MS",42.25%,21.19%,16305
,"JACKSON, MN",46.97%,36.38%,1718
,"KALAMAZOO, MI",44.44%,25.66%,40093
,"JACKSON, LA",40.21%,16.23%,567
,"FREDERICK, MD",41.01%,18.73%,7171
,"INGHAM, MI",44.97%,27.96%,4238
,"HANCOCK, ME",35.84%,18.98%,3435
,"CHEMUNG, NY",42.91%,27.93%,16725
,"HUBBARD, MN",45.55%,32.22%,5736
,"ATLANTIC, NJ",38.42%,14.90%,22201
,"STILLWATER, MT",43.70%,21.42%,691
,"RENVILLE, MN",44.51%,32.59%,1485
,"ANOKA, MN",49.11%,34.71%,24892
,"WARREN, NY",37.46%,14.93%,11138
,"OTTER TAIL, MN",46.39%,41.45%,14578
,"KITTSON, MN",44.91%,32.31%,1111
,"ALBANY, NY",39.95%,22.76%,51152
,"OHIO, KY",41.03%,22.68%,507
,"BANNER, NE",36.99%,19.18%,73
,"CASCADE, MT",41.93%,19.13%,12494
,"WRIGHT, MN",48.48%,29.86%,10686
,"NEW MADRID, MO",44.09%,64.95%,1726
,"CARLTON, MN",45.05%,33.52%,4009
,"YELLOWSTONE, MT",44.17%,23.55%,12444
,"QUAY, NM",35.29%,9.45%,476
,"HENDERSON, NC",35.87%,19.58%,29534
,"DAWSON, MT",41.90%,18.20%,401
,"CALLAWAY, MO",37.50%,-,48
,"CECIL, MD",47.72%,30.05%,4323
,"MONROE, NY",43.83%,24.42%,155687
,"DAVIESS, KY",40.64%,23.61%,4033
,"LUNA, NM",36.10%,17.33%,277
,"CLARK, KY",41.95%,23.33%,4167
,"RALLS, MO",-,-,10 or fewer
,"LE SUEUR, MN",46.24%,36.02%,186
,"ALCONA, MI",37.19%,23.55%,242
,"AVERY, NC",36.22%,19.33%,4191
,"MANISTEE, MI",40.32%,22.25%,1074
,"COTTONWOOD, MN",45.40%,32.94%,2304
,"LAFAYETTE, MS",36.28%,21.21%,6276
,"CLEARWATER, MN",46.17%,40.17%,1999
,"CHASE, NE",42.72%,16.73%,508
,"OSCODA, MI",43.75%,23.21%,112
,"ONTARIO, NY",43.67%,24.06%,26310
,"LEWIS AND CLARK, MT",40.94%,23.57%,14002
,"HUMBOLDT, NV",40.25%,17.22%,877
,"DAKOTA, NE",48.81%,22.37%,1940
,"BERNALILLO, NM",33.67%,18.97%,33713
,"MACON, MO",37.50%,-,56
,"THOMAS, NE",45.10%,24.18%,153
,"ESSEX, NJ",37.97%,24.45%,58571
,"ROSCOMMON, MI",42.05%,27.41%,704
,"FILLMORE, MN",44.62%,30.29%,1423
,"STEARNS, MN",48.91%,40.36%,26917
,"KEITH, NE",41.19%,18.30%,1197
,"BLAINE, NE",29.55%,-,44
,"ORLEANS, LA",41.28%,32.94%,28382
,"CUSTER, MT",44.39%,22.04%,1257
,"HOOKER, NE",45.27%,31.34%,201
,"OCEAN, NJ",39.64%,19.61%,57508
,"REDWOOD, MN",47.79%,38.93%,2597
,"KENT, MI",46.21%,34.53%,110620
,"BRONX, NY",36.84%,22.85%,11836
,"SUFFOLK, NY",38.57%,25.74%,151429
,"CUMBERLAND, KY",44.76%,18.10%,105
,"COLFAX, NM",35.88%,15.10%,510
,"YELLOW MEDICINE, MN",43.70%,34.37%,1350
,"NEW HANOVER, NC",37.94%,27.23%,31451
,"ROSEBUD, MT",37.72%,18.68%,562
,"YORK, ME",42.51%,22.64%,32590
,"DAKOTA, MN",46.00%,41.83%,29960
,"MISSAUKEE, MI",46.03%,21.16%,378
,"KNOX, ME",38.73%,21.25%,11969
,"HAYES, NE",37.23%,12.77%,94
,"FERGUS, MT",37.71%,17.50%,663
,"PERKINS, NE",38.44%,19.35%,372
,"HICKORY, MO",42.24%,26.72%,116
,"LYON, MN",39.53%,29.31%,1518
,"IRON, MI",44.40%,24.31%,901
,"COLE, MO",40.00%,18.33%,120
,"EUREKA, NV",40.20%,22.55%,102
,"MCLEOD, MN",38.08%,24.39%,738
,"VERNON, LA",35.58%,13.11%,534
,"IOSCO, MI",40.69%,23.08%,494
,"DOUGLAS, MN",44.77%,32.99%,6402
,"PIERCE, NE",47.82%,19.98%,916
,"BROADWATER, MT",43.72%,22.51%,1155
,"ONTONAGON, MI",36.84%,21.80%,133
