,,,Mar,10 or fewer,10 or fewer,10 or fewer,877
,,,Apr,10 or fewer,10 or fewer,10 or fewer,907
,,,May,10 or fewer,10 or fewer,10 or fewer,1188
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1315
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1378
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1314
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1274
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1302
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1143
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1390
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1023
,,,Feb,10 or fewer,10 or fewer,10 or fewer,928
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1015
,,,Apr,10 or fewer,10 or fewer,10 or fewer,982
,,,May,10 or fewer,10 or fewer,10 or fewer,1292
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1360
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1463
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1437
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1342
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1439
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1284
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1632
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,152
,,,Feb,10 or fewer,10 or fewer,10 or fewer,149
,,,Mar,10 or fewer,10 or fewer,10 or fewer,166
,,,Apr,10 or fewer,10 or fewer,10 or fewer,160
,,,May,10 or fewer,10 or fewer,10 or fewer,157
,,,Jun,10 or fewer,10 or fewer,10 or fewer,176
,,,Jul,10 or fewer,10 or fewer,10 or fewer,170
,,,Aug,10 or fewer,10 or fewer,10 or fewer,193
,,,Sep,10 or fewer,10 or fewer,10 or fewer,165
,,,Oct,10 or fewer,10 or fewer,10 or fewer,156
,,,Nov,10 or fewer,10 or fewer,10 or fewer,162
,,,Dec,10 or fewer,10 or fewer,10 or fewer,172
,"Total: Total includes all data under the New Hampshire bucket, including data from rows not currently displayed.",2018,Jan,10 or fewer,10 or fewer,10 or fewer,3744
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3496
,,,Mar,12,10 or fewer,10 or fewer,3606
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3543
,,,May,13,10 or fewer,10 or fewer,4563
,,,Jun,16,10 or fewer,10 or fewer,4925
,,,Jul,11,12,10 or fewer,5302
,,,Aug,12,13,10 or fewer,5236
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5029
,,,Oct,11,10 or fewer,10 or fewer,5093
,,,Nov,14,10 or fewer,10 or fewer,4587
,,,Dec,10 or fewer,10 or fewer,10 or fewer,5507
Utah,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,255
,,,Feb,10 or fewer,10 or fewer,10 or fewer,243
,,,Mar,10 or fewer,10 or fewer,10 or fewer,196
,,,Apr,10 or fewer,10 or fewer,10 or fewer,183
,,,May,10 or fewer,10 or fewer,10 or fewer,206
,,,Jun,10 or fewer,10 or fewer,10 or fewer,240
,,,Jul,10 or fewer,10 or fewer,10 or fewer,221
,,,Aug,10 or fewer,10 or fewer,10 or fewer,194
,,,Sep,10 or fewer,10 or fewer,10 or fewer,183
,,,Oct,10 or fewer,10 or fewer,10 or fewer,184
,,,Nov,10 or fewer,10 or fewer,10 or fewer,208
,,,Dec,10 or fewer,10 or fewer,10 or fewer,222
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,671
,,,Feb,10 or fewer,10 or fewer,10 or fewer,589
,,,Mar,10 or fewer,10 or fewer,10 or fewer,627
,,,Apr,10 or fewer,10 or fewer,10 or fewer,598
,,,May,10 or fewer,10 or fewer,10 or fewer,618
,,,Jun,10 or fewer,10 or fewer,10 or fewer,628
,,,Jul,10 or fewer,10 or fewer,10 or fewer,658
,,,Aug,10 or fewer,10 or fewer,10 or fewer,717
,,,Sep,10 or fewer,10 or fewer,10 or fewer,594
,,,Oct,10 or fewer,10 or fewer,10 or fewer,627
,,,Nov,10 or fewer,10 or fewer,10 or fewer,612
,,,Dec,10 or fewer,10 or fewer,10 or fewer,622
,≥ 25 and < 45 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1530
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1420
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1575
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1511
,,,May,10 or fewer,10 or fewer,10 or fewer,1556
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1589
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1666
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1650
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1564
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1603
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1445
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1609
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1185
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1086
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1167
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1201
,,,May,10 or fewer,10 or fewer,10 or fewer,1220
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1156
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1262
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1216
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1191
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1216
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1083
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1211
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,785
,,,Feb,10 or fewer,10 or fewer,10 or fewer,663
,,,Mar,10 or fewer,10 or fewer,10 or fewer,783
,,,Apr,10 or fewer,10 or fewer,10 or fewer,755
,,,May,10 or fewer,10 or fewer,10 or fewer,850
,,,Jun,10 or fewer,10 or fewer,10 or fewer,794
,,,Jul,10 or fewer,10 or fewer,10 or fewer,807
,,,Aug,10 or fewer,10 or fewer,10 or fewer,787
,,,Sep,10 or fewer,10 or fewer,10 or fewer,771
,,,Oct,10 or fewer,10 or fewer,10 or fewer,759
,,,Nov,10 or fewer,10 or fewer,10 or fewer,774
,,,Dec,10 or fewer,10 or fewer,10 or fewer,765
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,131
,,,Feb,10 or fewer,10 or fewer,10 or fewer,133
,,,Mar,10 or fewer,10 or fewer,10 or fewer,145
,,,Apr,10 or fewer,10 or fewer,10 or fewer,116
,,,May,10 or fewer,10 or fewer,10 or fewer,124
,,,Jun,10 or fewer,10 or fewer,10 or fewer,131
,,,Jul,10 or fewer,10 or fewer,10 or fewer,136
,,,Aug,10 or fewer,10 or fewer,10 or fewer,131
,,,Sep,10 or fewer,10 or fewer,10 or fewer,123
,,,Oct,10 or fewer,10 or fewer,10 or fewer,119
,,,Nov,10 or fewer,10 or fewer,10 or fewer,121
,,,Dec,10 or fewer,10 or fewer,10 or fewer,130
,"Total: Total includes all data under the Utah bucket, including data from rows not currently displayed.",2018,Jan,10 or fewer,10 or fewer,10 or fewer,4556
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4134
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4491
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4362
,,,May,10 or fewer,10 or fewer,10 or fewer,4574
,,,Jun,10 or fewer,10 or fewer,10 or fewer,4538
,,,Jul,10 or fewer,10 or fewer,10 or fewer,4750
,,,Aug,10 or fewer,10 or fewer,10 or fewer,4694
,,,Sep,10 or fewer,10 or fewer,10 or fewer,4426
,,,Oct,10 or fewer,10 or fewer,10 or fewer,4506
,,,Nov,10 or fewer,10 or fewer,10 or fewer,4243
,,,Dec,10 or fewer,10 or fewer,10 or fewer,4559
Montana,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,757
,,,Feb,10 or fewer,10 or fewer,10 or fewer,708
,,,Mar,10 or fewer,10 or fewer,10 or fewer,666
,,,Apr,10 or fewer,10 or fewer,10 or fewer,602
,,,May,10 or fewer,10 or fewer,10 or fewer,620
,,,Jun,10 or fewer,10 or fewer,10 or fewer,577
,,,Jul,10 or fewer,10 or fewer,10 or fewer,610
,,,Aug,10 or fewer,10 or fewer,10 or fewer,533
,,,Sep,10 or fewer,10 or fewer,10 or fewer,608
,,,Oct,10 or fewer,10 or fewer,10 or fewer,561
,,,Nov,10 or fewer,10 or fewer,10 or fewer,580
,,,Dec,10 or fewer,10 or fewer,10 or fewer,721
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,650
,,,Feb,10 or fewer,10 or fewer,10 or fewer,575
,,,Mar,10 or fewer,10 or fewer,10 or fewer,579
,,,Apr,10 or fewer,10 or fewer,10 or fewer,566
,,,May,10 or fewer,10 or fewer,10 or fewer,565
,,,Jun,10 or fewer,10 or fewer,10 or fewer,527
,,,Jul,10 or fewer,10 or fewer,10 or fewer,577
,,,Aug,10 or fewer,10 or fewer,10 or fewer,598
,,,Sep,10 or fewer,10 or fewer,10 or fewer,644
,,,Oct,10 or fewer,10 or fewer,10 or fewer,612
,,,Nov,10 or fewer,10 or fewer,10 or fewer,528
,,,Dec,10 or fewer,10 or fewer,10 or fewer,593
,≥ 25 and < 45 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1063
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1004
,,,Mar,10 or fewer,10 or fewer,10 or fewer,991
,,,Apr,10 or fewer,10 or fewer,10 or fewer,909
,,,May,10 or fewer,10 or fewer,10 or fewer,1023
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1012
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1019
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1090
,,,Sep,10 or fewer,10 or fewer,10 or fewer,939
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1006
,,,Nov,10 or fewer,10 or fewer,10 or fewer,949
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1015
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,793
,,,Feb,10 or fewer,10 or fewer,10 or fewer,708
,,,Mar,10 or fewer,10 or fewer,10 or fewer,817
,,,Apr,10 or fewer,10 or fewer,10 or fewer,770
,,,May,10 or fewer,10 or fewer,10 or fewer,762
,,,Jun,10 or fewer,10 or fewer,10 or fewer,784
,,,Jul,10 or fewer,10 or fewer,10 or fewer,784
,,,Aug,10 or fewer,10 or fewer,10 or fewer,807
,,,Sep,10 or fewer,10 or fewer,10 or fewer,748
,,,Oct,10 or fewer,10 or fewer,10 or fewer,761
,,,Nov,10 or fewer,10 or fewer,10 or fewer,708
,,,Dec,10 or fewer,10 or fewer,10 or fewer,817
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,728
,,,Feb,10 or fewer,10 or fewer,10 or fewer,629
,,,Mar,10 or fewer,10 or fewer,10 or fewer,729
,,,Apr,10 or fewer,10 or fewer,10 or fewer,738
,,,May,10 or fewer,10 or fewer,10 or fewer,693
,,,Jun,10 or fewer,10 or fewer,10 or fewer,724
,,,Jul,10 or fewer,10 or fewer,10 or fewer,805
,,,Aug,10 or fewer,10 or fewer,10 or fewer,722
,,,Sep,10 or fewer,10 or fewer,10 or fewer,722
,,,Oct,10 or fewer,10 or fewer,10 or fewer,704
,,,Nov,10 or fewer,10 or fewer,10 or fewer,705
,,,Dec,10 or fewer,10 or fewer,10 or fewer,760
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,65
,,,Feb,10 or fewer,10 or fewer,10 or fewer,66
,,,Mar,10 or fewer,10 or fewer,10 or fewer,86
,,,Apr,10 or fewer,10 or fewer,10 or fewer,49
,,,May,10 or fewer,10 or fewer,10 or fewer,67
,,,Jun,10 or fewer,10 or fewer,10 or fewer,67
,,,Jul,10 or fewer,10 or fewer,10 or fewer,71
,,,Aug,10 or fewer,10 or fewer,10 or fewer,79
,,,Sep,10 or fewer,10 or fewer,10 or fewer,67
,,,Oct,10 or fewer,10 or fewer,10 or fewer,69
,,,Nov,10 or fewer,10 or fewer,10 or fewer,62
,,,Dec,10 or fewer,10 or fewer,10 or fewer,52
,"Total: Total includes all data under the Montana bucket, including data from rows not currently displayed.",2018,Jan,10 or fewer,10 or fewer,10 or fewer,4053
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3689
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3868
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3633
,,,May,10 or fewer,10 or fewer,10 or fewer,3730
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3691
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3866
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3828
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3727
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3712
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3532
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3956
Alabama,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,562
,,,Feb,10 or fewer,10 or fewer,10 or fewer,430
,,,Mar,10 or fewer,10 or fewer,10 or fewer,477
,,,Apr,10 or fewer,10 or fewer,10 or fewer,444
,,,May,10 or fewer,10 or fewer,10 or fewer,460
,,,Jun,10 or fewer,10 or fewer,10 or fewer,416
,,,Jul,10 or fewer,10 or fewer,10 or fewer,468
,,,Aug,10 or fewer,10 or fewer,10 or fewer,432
,,,Sep,10 or fewer,10 or fewer,10 or fewer,432
,,,Oct,10 or fewer,10 or fewer,10 or fewer,478
,,,Nov,10 or fewer,10 or fewer,10 or fewer,484
,,,Dec,10 or fewer,10 or fewer,10 or fewer,571
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,396
,,,Feb,10 or fewer,10 or fewer,10 or fewer,374
,,,Mar,10 or fewer,10 or fewer,10 or fewer,438
,,,Apr,10 or fewer,10 or fewer,10 or fewer,429
,,,May,10 or fewer,10 or fewer,10 or fewer,417
,,,Jun,10 or fewer,10 or fewer,10 or fewer,450
,,,Jul,10 or fewer,10 or fewer,10 or fewer,496
,,,Aug,10 or fewer,10 or fewer,10 or fewer,462
,,,Sep,10 or fewer,10 or fewer,10 or fewer,437
,,,Oct,10 or fewer,10 or fewer,10 or fewer,436
,,,Nov,10 or fewer,10 or fewer,10 or fewer,428
,,,Dec,10 or fewer,10 or fewer,10 or fewer,465
,≥ 25 and < 45 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,1007
,,,Feb,10 or fewer,10 or fewer,10 or fewer,877
,,,Mar,10 or fewer,10 or fewer,10 or fewer,919
,,,Apr,10 or fewer,10 or fewer,10 or fewer,978
,,,May,10 or fewer,10 or fewer,10 or fewer,1023
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1048
,,,Jul,10 or fewer,11,10 or fewer,1030
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1061
,,,Sep,10 or fewer,10 or fewer,10 or fewer,995
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1004
,,,Nov,10 or fewer,10 or fewer,10 or fewer,964
,,,Dec,10 or fewer,10 or fewer,10 or fewer,933
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,820
,,,Feb,10 or fewer,10 or fewer,10 or fewer,663
,,,Mar,10 or fewer,10 or fewer,10 or fewer,809
,,,Apr,10 or fewer,10 or fewer,10 or fewer,756
,,,May,10 or fewer,10 or fewer,10 or fewer,860
,,,Jun,10 or fewer,11,10 or fewer,861
,,,Jul,10 or fewer,10 or fewer,10 or fewer,951
,,,Aug,10 or fewer,10 or fewer,10 or fewer,864
,,,Sep,10 or fewer,10 or fewer,10 or fewer,880
,,,Oct,10 or fewer,10 or fewer,10 or fewer,871
,,,Nov,10 or fewer,10 or fewer,10 or fewer,816
,,,Dec,10 or fewer,10 or fewer,10 or fewer,883
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,468
,,,Feb,10 or fewer,10 or fewer,10 or fewer,402
,,,Mar,10 or fewer,10 or fewer,10 or fewer,493
,,,Apr,10 or fewer,10 or fewer,10 or fewer,505
,,,May,10 or fewer,10 or fewer,10 or fewer,496
,,,Jun,10 or fewer,10 or fewer,10 or fewer,536
,,,Jul,10 or fewer,10 or fewer,10 or fewer,501
,,,Aug,10 or fewer,10 or fewer,10 or fewer,519
,,,Sep,10 or fewer,10 or fewer,10 or fewer,545
,,,Oct,10 or fewer,10 or fewer,10 or fewer,572
,,,Nov,10 or fewer,10 or fewer,10 or fewer,524
,,,Dec,10 or fewer,10 or fewer,10 or fewer,541
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,72
,,,Feb,10 or fewer,10 or fewer,10 or fewer,72
,,,Mar,10 or fewer,10 or fewer,10 or fewer,52
,,,Apr,10 or fewer,10 or fewer,10 or fewer,61
,,,May,10 or fewer,10 or fewer,10 or fewer,73
,,,Jun,10 or fewer,10 or fewer,10 or fewer,61
,,,Jul,10 or fewer,10 or fewer,10 or fewer,68
,,,Aug,10 or fewer,10 or fewer,10 or fewer,81
,,,Sep,10 or fewer,10 or fewer,10 or fewer,69
,,,Oct,10 or fewer,10 or fewer,10 or fewer,77
,,,Nov,10 or fewer,10 or fewer,10 or fewer,71
,,,Dec,10 or fewer,10 or fewer,10 or fewer,77
,"Total: Total includes all data under the Alabama bucket, including data from rows not currently displayed.",2018,Jan,10 or fewer,10 or fewer,10 or fewer,3325
,,,Feb,10 or fewer,10 or fewer,10 or fewer,2818
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3188
,,,Apr,10 or fewer,10 or fewer,10 or fewer,3173
,,,May,10 or fewer,10 or fewer,10 or fewer,3328
,,,Jun,10 or fewer,23,10 or fewer,3372
,,,Jul,10 or fewer,22,10 or fewer,3514
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3419
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3358
,,,Oct,10 or fewer,10 or fewer,10 or fewer,3438
,,,Nov,10 or fewer,10 or fewer,10 or fewer,3287
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3469
Wyoming,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,564
,,,Feb,10 or fewer,10 or fewer,10 or fewer,618
,,,Mar,10 or fewer,10 or fewer,10 or fewer,602
,,,Apr,10 or fewer,10 or fewer,10 or fewer,479
,,,May,10 or fewer,10 or fewer,10 or fewer,491
,,,Jun,10 or fewer,10 or fewer,10 or fewer,497
,,,Jul,10 or fewer,10 or fewer,10 or fewer,466
,,,Aug,10 or fewer,10 or fewer,10 or fewer,421
,,,Sep,10 or fewer,10 or fewer,10 or fewer,470
,,,Oct,10 or fewer,10 or fewer,10 or fewer,437
,,,Nov,10 or fewer,10 or fewer,10 or fewer,435
,,,Dec,10 or fewer,10 or fewer,10 or fewer,528
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,436
,,,Feb,10 or fewer,10 or fewer,10 or fewer,370
,,,Mar,10 or fewer,10 or fewer,10 or fewer,367
,,,Apr,10 or fewer,10 or fewer,10 or fewer,382
,,,May,10 or fewer,10 or fewer,10 or fewer,388
,,,Jun,10 or fewer,10 or fewer,10 or fewer,434
,,,Jul,10 or fewer,10 or fewer,10 or fewer,433
,,,Aug,10 or fewer,10 or fewer,10 or fewer,460
,,,Sep,10 or fewer,10 or fewer,10 or fewer,447
,,,Oct,10 or fewer,10 or fewer,10 or fewer,440
,,,Nov,10 or fewer,10 or fewer,10 or fewer,385
,,,Dec,10 or fewer,10 or fewer,10 or fewer,425
,≥ 25 and < 45 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,842
,,,Feb,10 or fewer,10 or fewer,10 or fewer,772
,,,Mar,10 or fewer,10 or fewer,10 or fewer,845
,,,Apr,10 or fewer,10 or fewer,10 or fewer,815
,,,May,10 or fewer,10 or fewer,10 or fewer,841
,,,Jun,10 or fewer,10 or fewer,10 or fewer,815
,,,Jul,10 or fewer,10 or fewer,10 or fewer,881
,,,Aug,10 or fewer,10 or fewer,10 or fewer,835
,,,Sep,10 or fewer,10 or fewer,10 or fewer,832
,,,Oct,10 or fewer,10 or fewer,10 or fewer,750
,,,Nov,10 or fewer,10 or fewer,10 or fewer,754
,,,Dec,10 or fewer,10 or fewer,10 or fewer,822
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,710
,,,Feb,10 or fewer,10 or fewer,10 or fewer,576
,,,Mar,10 or fewer,10 or fewer,10 or fewer,654
,,,Apr,10 or fewer,10 or fewer,10 or fewer,647
,,,May,10 or fewer,10 or fewer,10 or fewer,656
,,,Jun,10 or fewer,10 or fewer,10 or fewer,626
,,,Jul,10 or fewer,10 or fewer,10 or fewer,676
,,,Aug,10 or fewer,10 or fewer,10 or fewer,660
,,,Sep,10 or fewer,10 or fewer,10 or fewer,637
,,,Oct,10 or fewer,10 or fewer,10 or fewer,643
,,,Nov,10 or fewer,10 or fewer,10 or fewer,609
,,,Dec,10 or fewer,10 or fewer,10 or fewer,685
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,642
,,,Feb,10 or fewer,10 or fewer,10 or fewer,605
,,,Mar,10 or fewer,10 or fewer,10 or fewer,659
,,,Apr,10 or fewer,10 or fewer,10 or fewer,563
,,,May,10 or fewer,10 or fewer,10 or fewer,625
,,,Jun,10 or fewer,10 or fewer,10 or fewer,601
,,,Jul,10 or fewer,10 or fewer,10 or fewer,623
,,,Aug,10 or fewer,10 or fewer,10 or fewer,617
,,,Sep,10 or fewer,10 or fewer,10 or fewer,574
,,,Oct,10 or fewer,10 or fewer,10 or fewer,633
,,,Nov,10 or fewer,10 or fewer,10 or fewer,603
,,,Dec,10 or fewer,10 or fewer,10 or fewer,634
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,66
,,,Feb,10 or fewer,10 or fewer,10 or fewer,107
,,,Mar,10 or fewer,10 or fewer,10 or fewer,123
,,,Apr,10 or fewer,10 or fewer,10 or fewer,99
,,,May,10 or fewer,10 or fewer,10 or fewer,99
,,,Jun,10 or fewer,10 or fewer,10 or fewer,90
,,,Jul,10 or fewer,10 or fewer,10 or fewer,86
,,,Aug,10 or fewer,10 or fewer,10 or fewer,86
,,,Sep,10 or fewer,10 or fewer,10 or fewer,102
,,,Oct,10 or fewer,10 or fewer,10 or fewer,89
,,,Nov,10 or fewer,10 or fewer,10 or fewer,99
,,,Dec,10 or fewer,10 or fewer,10 or fewer,101
,"Total: Total includes all data under the Wyoming bucket, including data from rows not currently displayed.",2018,Jan,10 or fewer,10 or fewer,10 or fewer,3260
,,,Feb,10 or fewer,10 or fewer,10 or fewer,3048
,,,Mar,10 or fewer,10 or fewer,10 or fewer,3250
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2985
,,,May,10 or fewer,10 or fewer,10 or fewer,3099
,,,Jun,10 or fewer,10 or fewer,10 or fewer,3062
,,,Jul,10 or fewer,10 or fewer,10 or fewer,3164
,,,Aug,10 or fewer,10 or fewer,10 or fewer,3079
,,,Sep,10 or fewer,10 or fewer,10 or fewer,3061
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2992
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2885
,,,Dec,10 or fewer,10 or fewer,10 or fewer,3195
Vermont,Less than 15 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,128
,,,Feb,10 or fewer,10 or fewer,10 or fewer,138
,,,Mar,10 or fewer,10 or fewer,10 or fewer,116
,,,Apr,10 or fewer,10 or fewer,10 or fewer,122
,,,May,10 or fewer,10 or fewer,10 or fewer,134
,,,Jun,10 or fewer,10 or fewer,10 or fewer,127
,,,Jul,10 or fewer,10 or fewer,10 or fewer,113
,,,Aug,10 or fewer,10 or fewer,10 or fewer,100
,,,Sep,10 or fewer,10 or fewer,10 or fewer,131
,,,Oct,10 or fewer,10 or fewer,10 or fewer,125
,,,Nov,10 or fewer,10 or fewer,10 or fewer,105
,,,Dec,10 or fewer,10 or fewer,10 or fewer,131
,≥ 15 and < 25 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,156
,,,Feb,10 or fewer,10 or fewer,10 or fewer,125
,,,Mar,10 or fewer,10 or fewer,10 or fewer,148
,,,Apr,10 or fewer,10 or fewer,10 or fewer,139
,,,May,10 or fewer,10 or fewer,10 or fewer,160
,,,Jun,10 or fewer,10 or fewer,10 or fewer,118
,,,Jul,10 or fewer,10 or fewer,10 or fewer,173
,,,Aug,10 or fewer,10 or fewer,10 or fewer,182
,,,Sep,10 or fewer,10 or fewer,10 or fewer,148
,,,Oct,10 or fewer,10 or fewer,10 or fewer,156
,,,Nov,10 or fewer,10 or fewer,10 or fewer,142
,,,Dec,10 or fewer,10 or fewer,10 or fewer,137
,≥ 25 and < 45 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,257
,,,Feb,10 or fewer,10 or fewer,10 or fewer,232
,,,Mar,10 or fewer,10 or fewer,10 or fewer,259
,,,Apr,10 or fewer,10 or fewer,10 or fewer,247
,,,May,10 or fewer,10 or fewer,10 or fewer,251
,,,Jun,10 or fewer,10 or fewer,10 or fewer,255
,,,Jul,10 or fewer,10 or fewer,10 or fewer,302
,,,Aug,10 or fewer,10 or fewer,10 or fewer,274
,,,Sep,10 or fewer,10 or fewer,10 or fewer,282
,,,Oct,10 or fewer,10 or fewer,10 or fewer,258
,,,Nov,10 or fewer,10 or fewer,10 or fewer,234
,,,Dec,10 or fewer,10 or fewer,10 or fewer,250
,≥ 45 and < 65 Years,2018,Jan,10 or fewer,10 or fewer,10 or fewer,281
,,,Feb,10 or fewer,10 or fewer,10 or fewer,295
,,,Mar,10 or fewer,10 or fewer,10 or fewer,287
,,,Apr,10 or fewer,10 or fewer,10 or fewer,322
,,,May,10 or fewer,10 or fewer,10 or fewer,334
,,,Jun,10 or fewer,10 or fewer,10 or fewer,330
,,,Jul,10 or fewer,10 or fewer,10 or fewer,336
,,,Aug,10 or fewer,10 or fewer,10 or fewer,366
,,,Sep,10 or fewer,10 or fewer,10 or fewer,316
,,,Oct,10 or fewer,10 or fewer,10 or fewer,299
,,,Nov,10 or fewer,10 or fewer,10 or fewer,225
,,,Dec,10 or fewer,10 or fewer,10 or fewer,302
,65 Years or more,2018,Jan,10 or fewer,10 or fewer,10 or fewer,329
,,,Feb,10 or fewer,10 or fewer,10 or fewer,274
,,,Mar,10 or fewer,10 or fewer,10 or fewer,336
,,,Apr,10 or fewer,10 or fewer,10 or fewer,317
,,,May,10 or fewer,10 or fewer,10 or fewer,327
,,,Jun,10 or fewer,10 or fewer,10 or fewer,315
,,,Jul,10 or fewer,10 or fewer,10 or fewer,348
,,,Aug,10 or fewer,10 or fewer,10 or fewer,325
,,,Sep,10 or fewer,10 or fewer,10 or fewer,309
,,,Oct,10 or fewer,10 or fewer,10 or fewer,302
,,,Nov,10 or fewer,10 or fewer,10 or fewer,276
,,,Dec,10 or fewer,10 or fewer,10 or fewer,343
,No value,2018,Jan,10 or fewer,10 or fewer,10 or fewer,51
,,,Feb,10 or fewer,10 or fewer,10 or fewer,55
,,,Mar,10 or fewer,10 or fewer,10 or fewer,48
,,,Apr,10 or fewer,10 or fewer,10 or fewer,50
,,,May,10 or fewer,10 or fewer,10 or fewer,70
,,,Jun,10 or fewer,10 or fewer,10 or fewer,66
,,,Jul,10 or fewer,10 or fewer,10 or fewer,52
