,,,Nov,13,10 or fewer,10 or fewer,10622
,,,Dec,11,10 or fewer,10 or fewer,11379
New Mexico,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,333
,,,Feb,10 or fewer,10 or fewer,10 or fewer,327
,,,Mar,10 or fewer,10 or fewer,10 or fewer,461
,,,Apr,10 or fewer,10 or fewer,10 or fewer,607
,,,May,10 or fewer,10 or fewer,10 or fewer,615
,,,Jun,10 or fewer,10 or fewer,10 or fewer,548
,,,Jul,10 or fewer,10 or fewer,10 or fewer,664
,,,Aug,10 or fewer,10 or fewer,10 or fewer,876
,,,Sep,10 or fewer,10 or fewer,10 or fewer,666
,,,Oct,10 or fewer,10 or fewer,10 or fewer,686
,,,Nov,10 or fewer,10 or fewer,10 or fewer,723
,,,Dec,10 or fewer,10 or fewer,10 or fewer,742
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,636
,,,Feb,10 or fewer,10 or fewer,10 or fewer,624
,,,Mar,10 or fewer,10 or fewer,10 or fewer,710
,,,Apr,10 or fewer,10 or fewer,10 or fewer,805
,,,May,10 or fewer,10 or fewer,10 or fewer,773
,,,Jun,10 or fewer,10 or fewer,10 or fewer,830
,,,Jul,10 or fewer,10 or fewer,10 or fewer,906
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1051
,,,Sep,10 or fewer,10 or fewer,10 or fewer,916
,,,Oct,10 or fewer,10 or fewer,10 or fewer,846
,,,Nov,10 or fewer,10 or fewer,10 or fewer,906
,,,Dec,10 or fewer,10 or fewer,10 or fewer,910
,≥ 25 and < 45 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1785
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1692
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1911
,,,Apr,10 or fewer,10 or fewer,10 or fewer,2106
,,,May,10 or fewer,10 or fewer,10 or fewer,2318
,,,Jun,11,10 or fewer,10 or fewer,2246
,,,Jul,13,10 or fewer,10 or fewer,2506
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2667
,,,Sep,10 or fewer,10 or fewer,10 or fewer,2314
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2200
,,,Nov,10 or fewer,10 or fewer,10 or fewer,2271
,,,Dec,10 or fewer,10 or fewer,10 or fewer,2278
,≥ 45 and < 65 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1418
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1361
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1610
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1589
,,,May,10 or fewer,10 or fewer,10 or fewer,1687
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1770
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1897
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1989
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1788
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1771
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1774
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1794
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1466
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1353
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1639
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1751
,,,May,10 or fewer,10 or fewer,10 or fewer,1683
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1773
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1939
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1891
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1758
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1777
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1753
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1850
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,166
,,,Feb,10 or fewer,10 or fewer,10 or fewer,131
,,,Mar,10 or fewer,10 or fewer,10 or fewer,129
,,,Apr,10 or fewer,10 or fewer,10 or fewer,155
,,,May,10 or fewer,10 or fewer,10 or fewer,158
,,,Jun,10 or fewer,10 or fewer,10 or fewer,129
,,,Jul,10 or fewer,10 or fewer,10 or fewer,156
,,,Aug,10 or fewer,10 or fewer,10 or fewer,171
,,,Sep,10 or fewer,10 or fewer,10 or fewer,183
,,,Oct,10 or fewer,10 or fewer,10 or fewer,170
,,,Nov,10 or fewer,10 or fewer,10 or fewer,184
,,,Dec,10 or fewer,10 or fewer,10 or fewer,229
,"Total: Total includes all data under the New Mexico bucket, including data from rows not currently displayed.",2021,Jan,10 or fewer,10 or fewer,10 or fewer,5804
,,,Feb,10 or fewer,10 or fewer,10 or fewer,5487
,,,Mar,14,10 or fewer,10 or fewer,6460
,,,Apr,10 or fewer,10 or fewer,10 or fewer,7013
,,,May,15,10 or fewer,10 or fewer,7234
,,,Jun,18,18,10 or fewer,7296
,,,Jul,17,20,10 or fewer,8066
,,,Aug,17,10 or fewer,10 or fewer,8645
,,,Sep,11,10 or fewer,10 or fewer,7625
,,,Oct,10 or fewer,10 or fewer,10 or fewer,7450
,,,Nov,10 or fewer,10 or fewer,10 or fewer,7611
,,,Dec,10 or fewer,10 or fewer,10 or fewer,7803
New Hampshire,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,355
,,,Feb,10 or fewer,10 or fewer,10 or fewer,307
,,,Mar,10 or fewer,10 or fewer,10 or fewer,393
,,,Apr,10 or fewer,10 or fewer,10 or fewer,460
,,,May,10 or fewer,10 or fewer,10 or fewer,529
,,,Jun,10 or fewer,10 or fewer,10 or fewer,561
,,,Jul,10 or fewer,10 or fewer,10 or fewer,669
,,,Aug,10 or fewer,10 or fewer,10 or fewer,675
,,,Sep,10 or fewer,10 or fewer,10 or fewer,706
,,,Oct,10 or fewer,10 or fewer,10 or fewer,700
,,,Nov,10 or fewer,10 or fewer,10 or fewer,633
,,,Dec,10 or fewer,10 or fewer,10 or fewer,624
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,524
,,,Feb,10 or fewer,10 or fewer,10 or fewer,508
,,,Mar,10 or fewer,10 or fewer,10 or fewer,562
,,,Apr,10 or fewer,10 or fewer,10 or fewer,623
,,,May,10 or fewer,10 or fewer,10 or fewer,648
,,,Jun,10 or fewer,10 or fewer,10 or fewer,712
,,,Jul,10 or fewer,10 or fewer,10 or fewer,678
,,,Aug,10 or fewer,10 or fewer,10 or fewer,722
,,,Sep,10 or fewer,10 or fewer,10 or fewer,792
,,,Oct,10 or fewer,10 or fewer,10 or fewer,899
,,,Nov,10 or fewer,10 or fewer,10 or fewer,736
,,,Dec,10 or fewer,10 or fewer,10 or fewer,661
,≥ 25 and < 45 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1194
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1093
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1190
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1296
,,,May,10 or fewer,10 or fewer,10 or fewer,1349
,,,Jun,10 or fewer,14,10 or fewer,1468
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1563
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1540
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1415
,,,Oct,13,10 or fewer,10 or fewer,1486
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1341
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1460
,≥ 45 and < 65 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1378
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1213
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1488
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1454
,,,May,10 or fewer,10 or fewer,10 or fewer,1570
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1660
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1740
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1758
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1592
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1603
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1535
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1499
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1665
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1470
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1740
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1751
,,,May,10 or fewer,10 or fewer,10 or fewer,1876
,,,Jun,10 or fewer,10 or fewer,10 or fewer,2053
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2079
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2092
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1868
,,,Oct,10 or fewer,10 or fewer,10 or fewer,2019
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1887
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1806
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,199
,,,Feb,10 or fewer,10 or fewer,10 or fewer,196
,,,Mar,10 or fewer,10 or fewer,10 or fewer,176
,,,Apr,10 or fewer,10 or fewer,10 or fewer,170
,,,May,10 or fewer,10 or fewer,10 or fewer,174
,,,Jun,10 or fewer,10 or fewer,10 or fewer,181
,,,Jul,10 or fewer,10 or fewer,10 or fewer,190
,,,Aug,10 or fewer,10 or fewer,10 or fewer,192
,,,Sep,10 or fewer,10 or fewer,10 or fewer,218
,,,Oct,10 or fewer,10 or fewer,10 or fewer,240
,,,Nov,10 or fewer,10 or fewer,10 or fewer,236
,,,Dec,10 or fewer,10 or fewer,10 or fewer,254
,"Total: Total includes all data under the New Hampshire bucket, including data from rows not currently displayed.",2021,Jan,10 or fewer,10 or fewer,10 or fewer,5315
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4787
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5549
,,,Apr,13,10 or fewer,10 or fewer,5754
,,,May,10 or fewer,10 or fewer,10 or fewer,6146
,,,Jun,16,30,10 or fewer,6634
,,,Jul,11,10 or fewer,10 or fewer,6919
,,,Aug,10 or fewer,10 or fewer,10 or fewer,6976
,,,Sep,10 or fewer,10 or fewer,10 or fewer,6591
,,,Oct,15,10 or fewer,10 or fewer,6947
,,,Nov,10 or fewer,10 or fewer,10 or fewer,6368
,,,Dec,14,10 or fewer,10 or fewer,6302
South Dakota,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,634
,,,Feb,10 or fewer,10 or fewer,10 or fewer,616
,,,Mar,10 or fewer,10 or fewer,10 or fewer,767
,,,Apr,10 or fewer,10 or fewer,10 or fewer,829
,,,May,10 or fewer,10 or fewer,10 or fewer,1020
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1040
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1104
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1143
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1295
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1174
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1169
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1233
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,606
,,,Feb,10 or fewer,10 or fewer,10 or fewer,530
,,,Mar,10 or fewer,10 or fewer,10 or fewer,626
,,,Apr,10 or fewer,10 or fewer,10 or fewer,686
,,,May,10 or fewer,10 or fewer,10 or fewer,690
,,,Jun,10 or fewer,10 or fewer,10 or fewer,769
,,,Jul,10 or fewer,10 or fewer,10 or fewer,775
,,,Aug,10 or fewer,10 or fewer,10 or fewer,791
,,,Sep,10 or fewer,10 or fewer,10 or fewer,848
,,,Oct,10 or fewer,10 or fewer,10 or fewer,768
,,,Nov,10 or fewer,10 or fewer,10 or fewer,747
,,,Dec,10 or fewer,10 or fewer,10 or fewer,803
,≥ 25 and < 45 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1266
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1146
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1312
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1401
,,,May,10 or fewer,10 or fewer,10 or fewer,1458
,,,Jun,10 or fewer,11,10 or fewer,1521
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1600
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1692
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1514
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1539
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1515
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1586
,≥ 45 and < 65 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1109
,,,Feb,10 or fewer,10 or fewer,10 or fewer,921
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1120
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1195
,,,May,10 or fewer,10 or fewer,10 or fewer,1222
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1258
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1322
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1457
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1367
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1298
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1349
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1410
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1174
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1050
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1223
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1284
,,,May,10 or fewer,10 or fewer,10 or fewer,1320
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1348
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1371
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1506
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1492
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1500
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1457
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1538
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,162
,,,Feb,10 or fewer,10 or fewer,10 or fewer,155
,,,Mar,10 or fewer,10 or fewer,10 or fewer,141
,,,Apr,10 or fewer,10 or fewer,10 or fewer,149
,,,May,10 or fewer,10 or fewer,10 or fewer,146
,,,Jun,10 or fewer,10 or fewer,10 or fewer,137
,,,Jul,10 or fewer,10 or fewer,10 or fewer,149
,,,Aug,10 or fewer,10 or fewer,10 or fewer,154
,,,Sep,10 or fewer,10 or fewer,10 or fewer,199
,,,Oct,10 or fewer,10 or fewer,10 or fewer,172
,,,Nov,10 or fewer,10 or fewer,10 or fewer,199
,,,Dec,10 or fewer,10 or fewer,10 or fewer,214
,"Total: Total includes all data under the South Dakota bucket, including data from rows not currently displayed.",2021,Jan,10 or fewer,10 or fewer,10 or fewer,4950
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4418
,,,Mar,10 or fewer,10 or fewer,10 or fewer,5187
,,,Apr,10 or fewer,10 or fewer,10 or fewer,5542
,,,May,10 or fewer,10 or fewer,10 or fewer,5856
,,,Jun,10 or fewer,30,10 or fewer,6072
,,,Jul,10 or fewer,26,10 or fewer,6321
,,,Aug,10 or fewer,12,10 or fewer,6742
,,,Sep,10 or fewer,10 or fewer,10 or fewer,6715
,,,Oct,10 or fewer,10 or fewer,10 or fewer,6449
,,,Nov,10 or fewer,10 or fewer,10 or fewer,6434
,,,Dec,10 or fewer,10 or fewer,10 or fewer,6784
Utah,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,144
,,,Feb,10 or fewer,10 or fewer,10 or fewer,149
,,,Mar,10 or fewer,10 or fewer,10 or fewer,141
,,,Apr,10 or fewer,10 or fewer,10 or fewer,205
,,,May,10 or fewer,10 or fewer,10 or fewer,230
,,,Jun,10 or fewer,10 or fewer,10 or fewer,277
,,,Jul,10 or fewer,10 or fewer,10 or fewer,264
,,,Aug,10 or fewer,10 or fewer,10 or fewer,256
,,,Sep,10 or fewer,10 or fewer,10 or fewer,258
,,,Oct,10 or fewer,10 or fewer,10 or fewer,244
,,,Nov,10 or fewer,10 or fewer,10 or fewer,283
,,,Dec,10 or fewer,10 or fewer,10 or fewer,258
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,628
,,,Feb,10 or fewer,10 or fewer,10 or fewer,622
,,,Mar,10 or fewer,10 or fewer,10 or fewer,679
,,,Apr,10 or fewer,10 or fewer,10 or fewer,675
,,,May,10 or fewer,10 or fewer,10 or fewer,755
,,,Jun,10 or fewer,10 or fewer,10 or fewer,785
,,,Jul,10 or fewer,10 or fewer,10 or fewer,768
,,,Aug,10 or fewer,10 or fewer,10 or fewer,824
,,,Sep,10 or fewer,10 or fewer,10 or fewer,763
,,,Oct,10 or fewer,10 or fewer,10 or fewer,773
,,,Nov,10 or fewer,10 or fewer,10 or fewer,737
,,,Dec,10 or fewer,10 or fewer,10 or fewer,702
,≥ 25 and < 45 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1748
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1569
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1810
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1769
,,,May,10 or fewer,10 or fewer,10 or fewer,1861
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1943
,,,Jul,10 or fewer,10 or fewer,10 or fewer,2099
,,,Aug,10 or fewer,10 or fewer,10 or fewer,2060
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1940
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1871
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1885
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1896
,≥ 45 and < 65 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1197
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1110
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1223
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1330
,,,May,10 or fewer,10 or fewer,10 or fewer,1358
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1442
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1485
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1403
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1262
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1343
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1345
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1356
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,775
,,,Feb,10 or fewer,10 or fewer,10 or fewer,691
,,,Mar,10 or fewer,10 or fewer,10 or fewer,839
,,,Apr,10 or fewer,10 or fewer,10 or fewer,915
,,,May,10 or fewer,10 or fewer,10 or fewer,921
,,,Jun,10 or fewer,10 or fewer,10 or fewer,988
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1010
,,,Aug,10 or fewer,10 or fewer,10 or fewer,974
,,,Sep,10 or fewer,10 or fewer,10 or fewer,848
,,,Oct,10 or fewer,10 or fewer,10 or fewer,883
,,,Nov,10 or fewer,10 or fewer,10 or fewer,921
,,,Dec,10 or fewer,10 or fewer,10 or fewer,948
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,141
,,,Feb,10 or fewer,10 or fewer,10 or fewer,165
,,,Mar,10 or fewer,10 or fewer,10 or fewer,154
,,,Apr,10 or fewer,10 or fewer,10 or fewer,149
,,,May,10 or fewer,10 or fewer,10 or fewer,169
,,,Jun,10 or fewer,10 or fewer,10 or fewer,153
,,,Jul,10 or fewer,10 or fewer,10 or fewer,182
,,,Aug,10 or fewer,10 or fewer,10 or fewer,187
,,,Sep,10 or fewer,10 or fewer,10 or fewer,190
,,,Oct,10 or fewer,10 or fewer,10 or fewer,187
,,,Nov,10 or fewer,10 or fewer,10 or fewer,198
,,,Dec,10 or fewer,10 or fewer,10 or fewer,183
,"Total: Total includes all data under the Utah bucket, including data from rows not currently displayed.",2021,Jan,10 or fewer,10 or fewer,10 or fewer,4633
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4306
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4846
,,,Apr,10 or fewer,10 or fewer,10 or fewer,5043
,,,May,10 or fewer,10 or fewer,10 or fewer,5294
,,,Jun,10 or fewer,10 or fewer,10 or fewer,5587
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5808
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5703
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5261
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5301
,,,Nov,10 or fewer,10 or fewer,10 or fewer,5368
,,,Dec,10 or fewer,10 or fewer,10 or fewer,5342
Vermont,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,291
,,,Feb,10 or fewer,10 or fewer,10 or fewer,265
,,,Mar,10 or fewer,10 or fewer,10 or fewer,359
,,,Apr,10 or fewer,10 or fewer,10 or fewer,373
,,,May,10 or fewer,10 or fewer,10 or fewer,435
,,,Jun,10 or fewer,10 or fewer,10 or fewer,487
,,,Jul,10 or fewer,10 or fewer,10 or fewer,557
,,,Aug,10 or fewer,10 or fewer,10 or fewer,491
,,,Sep,10 or fewer,10 or fewer,10 or fewer,535
,,,Oct,10 or fewer,10 or fewer,10 or fewer,493
,,,Nov,10 or fewer,10 or fewer,10 or fewer,719
,,,Dec,10 or fewer,10 or fewer,10 or fewer,708
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,438
,,,Feb,10 or fewer,10 or fewer,10 or fewer,411
,,,Mar,10 or fewer,10 or fewer,10 or fewer,512
,,,Apr,10 or fewer,10 or fewer,10 or fewer,543
,,,May,10 or fewer,10 or fewer,10 or fewer,524
,,,Jun,10 or fewer,10 or fewer,10 or fewer,603
,,,Jul,10 or fewer,10 or fewer,10 or fewer,624
,,,Aug,10 or fewer,10 or fewer,10 or fewer,644
,,,Sep,10 or fewer,10 or fewer,10 or fewer,642
,,,Oct,10 or fewer,10 or fewer,10 or fewer,624
,,,Nov,10 or fewer,10 or fewer,10 or fewer,756
,,,Dec,10 or fewer,10 or fewer,10 or fewer,782
,≥ 25 and < 45 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1073
,,,Feb,10 or fewer,10 or fewer,10 or fewer,993
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1107
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1128
,,,May,10 or fewer,10 or fewer,10 or fewer,1226
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1322
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1512
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1475
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1325
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1230
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1579
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1649
,≥ 45 and < 65 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1038
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1035
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1133
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1185
,,,May,10 or fewer,10 or fewer,10 or fewer,1231
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1368
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1397
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1320
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1286
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1185
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1570
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1621
,65 Years or more,2021,Jan,10 or fewer,10 or fewer,10 or fewer,1254
,,,Feb,10 or fewer,10 or fewer,10 or fewer,1110
,,,Mar,10 or fewer,10 or fewer,10 or fewer,1268
,,,Apr,10 or fewer,10 or fewer,10 or fewer,1317
,,,May,10 or fewer,10 or fewer,10 or fewer,1424
,,,Jun,10 or fewer,10 or fewer,10 or fewer,1475
,,,Jul,10 or fewer,10 or fewer,10 or fewer,1622
,,,Aug,10 or fewer,10 or fewer,10 or fewer,1510
,,,Sep,10 or fewer,10 or fewer,10 or fewer,1385
,,,Oct,10 or fewer,10 or fewer,10 or fewer,1422
,,,Nov,10 or fewer,10 or fewer,10 or fewer,1846
,,,Dec,10 or fewer,10 or fewer,10 or fewer,1928
,No value,2021,Jan,10 or fewer,10 or fewer,10 or fewer,213
,,,Feb,10 or fewer,10 or fewer,10 or fewer,205
,,,Mar,10 or fewer,10 or fewer,10 or fewer,242
,,,Apr,10 or fewer,10 or fewer,10 or fewer,219
,,,May,10 or fewer,10 or fewer,10 or fewer,225
,,,Jun,10 or fewer,10 or fewer,10 or fewer,247
,,,Jul,10 or fewer,10 or fewer,10 or fewer,249
,,,Aug,10 or fewer,10 or fewer,10 or fewer,231
,,,Sep,10 or fewer,10 or fewer,10 or fewer,259
,,,Oct,10 or fewer,10 or fewer,10 or fewer,261
,,,Nov,10 or fewer,10 or fewer,10 or fewer,259
,,,Dec,10 or fewer,10 or fewer,10 or fewer,286
,"Total: Total includes all data under the Vermont bucket, including data from rows not currently displayed.",2021,Jan,10 or fewer,10 or fewer,10 or fewer,4306
,,,Feb,10 or fewer,10 or fewer,10 or fewer,4019
,,,Mar,10 or fewer,10 or fewer,10 or fewer,4620
,,,Apr,10 or fewer,10 or fewer,10 or fewer,4764
,,,May,10 or fewer,10 or fewer,10 or fewer,5064
,,,Jun,10 or fewer,10 or fewer,10 or fewer,5502
,,,Jul,10 or fewer,10 or fewer,10 or fewer,5961
,,,Aug,10 or fewer,10 or fewer,10 or fewer,5671
,,,Sep,10 or fewer,10 or fewer,10 or fewer,5432
,,,Oct,10 or fewer,10 or fewer,10 or fewer,5215
,,,Nov,10 or fewer,10 or fewer,10 or fewer,6728
,,,Dec,11,10 or fewer,10 or fewer,6974
Montana,Less than 15 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,334
,,,Feb,10 or fewer,10 or fewer,10 or fewer,313
,,,Mar,10 or fewer,10 or fewer,10 or fewer,438
,,,Apr,10 or fewer,10 or fewer,10 or fewer,526
,,,May,10 or fewer,10 or fewer,10 or fewer,514
,,,Jun,10 or fewer,10 or fewer,10 or fewer,532
,,,Jul,10 or fewer,10 or fewer,10 or fewer,611
,,,Aug,10 or fewer,10 or fewer,10 or fewer,540
,,,Sep,10 or fewer,10 or fewer,10 or fewer,727
,,,Oct,10 or fewer,10 or fewer,10 or fewer,636
,,,Nov,10 or fewer,10 or fewer,10 or fewer,637
,,,Dec,10 or fewer,10 or fewer,10 or fewer,692
,≥ 15 and < 25 Years,2021,Jan,10 or fewer,10 or fewer,10 or fewer,563
,,,Feb,10 or fewer,10 or fewer,10 or fewer,528
,,,Mar,10 or fewer,10 or fewer,10 or fewer,586
,,,Apr,10 or fewer,10 or fewer,10 or fewer,573
,,,May,10 or fewer,10 or fewer,10 or fewer,552
,,,Jun,10 or fewer,10 or fewer,10 or fewer,557
,,,Jul,10 or fewer,10 or fewer,10 or fewer,611
,,,Aug,10 or fewer,10 or fewer,10 or fewer,662
,,,Sep,10 or fewer,10 or fewer,10 or fewer,733
,,,Oct,10 or fewer,10 or fewer,10 or fewer,688
,,,Nov,10 or fewer,10 or fewer,10 or fewer,610
,,,Dec,10 or fewer,10 or fewer,10 or fewer,607
